Group Name,Graph Name,Vector Name,Graph Type,Avg/Diff,Min,Max,Samples
Vuser Info,Running Vusers,NA,sample,130.752,127.986,128.000,19
Vuser Info,Active Vusers,NA,sample,123.871,0.000,128.000,19
Vuser Info,Thinking Vusers,NA,sample,0.000,0.000,0.000,19
Vuser Info,Waiting Vusers,NA,sample,0.000,0.000,0.000,19
Vuser Info,Idling Vusers,NA,sample,0.000,0.000,0.000,19
Vuser Info,Number Of Connections,NA,sample,123.871,0.000,128.000,19
Vuser Info,SyncPoint Vusers,NA,sample,0.000,0.000,0.000,19
Network Throughput,TCP Send Throughput (Kbps),NA,sample,131421.084,596.822,136105.856,19
Network Throughput,TCP Total Send Bytes,NA,cumulative,2955707469.000,173165694.000,3128873163.000,19
Network Throughput,TCP Receive Throughput (Kbps),NA,sample,215665.368,983.650,223354.000,19
Network Throughput,TCP Total Receive Bytes,NA,cumulative,4850397824.000,284163264.000,5134561088.000,19
Network Throughput,Ethernet Send Throughput (Kbps),NA,sample,367412.615,1753.033,380504.710,19
Network Throughput,Total Ethernet Send Bytes,NA,cumulative,8263160661.000,484198879.000,8747359540.000,19
Network Throughput,Ethernet Receive Throughput (Kbps),NA,sample,451659.057,2127.875,467755.601,19
Network Throughput,Total Ethernet Receive Bytes,NA,cumulative,10157888977.000,595209866.000,10753098843.000,19
Network Throughput,Ethernet Send Packets/Sec,NA,rate,431339.355,1945.000,446717.000,19
Network Throughput,Ethernet Total Send Packets,NA,cumulative,75788138.000,4441052.000,80229190.000,19
Network Throughput,Ethernet Receive Packets/Sec,NA,rate,431342.312,1937.000,446718.000,19
Network Throughput,Ethernet Total Receive Packets,NA,cumulative,75788570.000,4441170.000,80229740.000,19
Network Throughput,TCP Connections Open/Sec,NA,rate,0.688,0.000,12.800,19
Network Throughput,TCP Total Connections Open,NA,cumulative,0.000,128.000,128.000,19
Network Throughput,TCP Connections Close/Sec,NA,rate,0.688,0.000,12.800,19
Network Throughput,TCP Total Connections Close,NA,cumulative,128.000,0.000,128.000,19
Network Throughput,SSL New Sessions/Sec,NA,rate,0.000,0.000,0.000,19
Network Throughput,SSL Total New Sessions,NA,cumulative,0.000,0.000,0.000,19
Network Throughput,SSL Reused Sessions/Sec,NA,rate,0.000,0.000,0.000,19
Network Throughput,SSL Total Reused Sessions,NA,cumulative,0.000,0.000,0.000,19
Network Throughput,SSL Reuse attempted/Sec,NA,rate,0.000,0.000,0.000,19
Network Throughput,SSL Total Reuse attempted,NA,cumulative,0.000,0.000,0.000,19
Network Throughput,SSL Write Failures/Sec,NA,rate,0.000,0.000,0.000,19
Network Throughput,SSL Handshake Failures/Sec,NA,rate,0.000,0.000,0.000,19
Network Throughput,HTTP Body receive throughput (Kbps),NA,rate,6739.543,30.739,6979.812,19
Network Throughput,HTTP Body Total receive bytes,NA,cumulative,151574932.000,8880102.000,160455034.000,19
HTTP Requests,Requests Sent/Sec,NA,rate,431330.737,1958.800,446706.400,19
HTTP Requests,Requests Completed/Sec,NA,rate,431330.737,1967.300,446708.000,19
HTTP Requests,Requests Successful/Sec,NA,rate,431330.737,1967.300,446708.000,19
HTTP Requests,Average Response Time (Secs),NA,times,0.000,0.000,0.017,80227517
HTTP Requests,Requests Completed,NA,cumulative,75787466.000,4440051.000,80227517.000,19
HTTP Requests,Requests Successful,NA,cumulative,75787466.000,4440051.000,80227517.000,19
HTTP Response Codes,100 Continue/Sec,NA,rate,0.000,0.000,0.000,20
HTTP Response Codes,101 Switching Protocols/Sec,NA,rate,0.000,0.000,0.000,20
HTTP Response Codes,200 OK/Sec,NA,rate,431330.737,0.000,446708.000,20
HTTP Response Codes,201 Created/Sec,NA,rate,0.000,0.000,0.000,20
HTTP Response Codes,202 Accepted/Sec,NA,rate,0.000,0.000,0.000,20
HTTP Response Codes,203 Non-Authoritative Information/Sec,NA,rate,0.000,0.000,0.000,20
HTTP Response Codes,204 No Content/Sec,NA,rate,0.000,0.000,0.000,20
HTTP Response Codes,205 Reset Content/Sec,NA,rate,0.000,0.000,0.000,20
HTTP Response Codes,206 Partial Content/Sec,NA,rate,0.000,0.000,0.000,20
HTTP Response Codes,300 Multiple Choices/Sec,NA,rate,0.000,0.000,0.000,20
HTTP Response Codes,301 Moved Permanently/Sec,NA,rate,0.000,0.000,0.000,20
HTTP Response Codes,302 Found/Sec,NA,rate,0.000,0.000,0.000,20
HTTP Response Codes,303 See Other/Sec,NA,rate,0.000,0.000,0.000,20
HTTP Response Codes,304 Not Modified/Sec,NA,rate,0.000,0.000,0.000,20
HTTP Response Codes,305 Use Proxy/Sec,NA,rate,0.000,0.000,0.000,20
HTTP Response Codes,306 Switch Proxy/Sec,NA,rate,0.000,0.000,0.000,20
HTTP Response Codes,307 Temporary Redirect/Sec,NA,rate,0.000,0.000,0.000,20
HTTP Response Codes,400 Bad Request/Sec,NA,rate,0.000,0.000,0.000,20
HTTP Response Codes,401 Unauthorized/Sec,NA,rate,0.000,0.000,0.000,20
HTTP Response Codes,402 Payment Required/Sec,NA,rate,0.000,0.000,0.000,20
HTTP Response Codes,403 Forbidden/Sec,NA,rate,0.000,0.000,0.000,20
HTTP Response Codes,404 Not Found/Sec,NA,rate,0.000,0.000,0.000,20
HTTP Response Codes,405 Method Not Allowed/Sec,NA,rate,0.000,0.000,0.000,20
HTTP Response Codes,406 Not Acceptable/Sec,NA,rate,0.000,0.000,0.000,20
HTTP Response Codes,407 Proxy Authentication Required/Sec,NA,rate,0.000,0.000,0.000,20
HTTP Response Codes,408 Request Timeout/Sec,NA,rate,0.000,0.000,0.000,20
HTTP Response Codes,409 Conflict/Sec,NA,rate,0.000,0.000,0.000,20
HTTP Response Codes,410 Gone/Sec,NA,rate,0.000,0.000,0.000,20
HTTP Response Codes,411 Length Required/Sec,NA,rate,0.000,0.000,0.000,20
HTTP Response Codes,412 Precondition Failed/Sec,NA,rate,0.000,0.000,0.000,20
HTTP Response Codes,413 Request Entity Too Large/Sec,NA,rate,0.000,0.000,0.000,20
HTTP Response Codes,414 Request-URI Too Long/Sec,NA,rate,0.000,0.000,0.000,20
HTTP Response Codes,415 Unsupported Media Type/Sec,NA,rate,0.000,0.000,0.000,20
HTTP Response Codes,416 Requested Range Not Satisfiable/Sec,NA,rate,0.000,0.000,0.000,20
HTTP Response Codes,417 Expectation Failed/Sec,NA,rate,0.000,0.000,0.000,20
HTTP Response Codes,500 Internal Server Error/Sec,NA,rate,0.000,0.000,0.000,20
HTTP Response Codes,501 Not Implemented/Sec,NA,rate,0.000,0.000,0.000,20
HTTP Response Codes,502 Bad Gateway/Sec,NA,rate,0.000,0.000,0.000,20
HTTP Response Codes,503 Service Unavailable/Sec,NA,rate,0.000,0.000,0.000,20
HTTP Response Codes,504 Gateway Timeout/Sec,NA,rate,0.000,0.000,0.000,20
HTTP Response Codes,505 HTTP Version Not Supported/Sec,NA,rate,0.000,0.000,0.000,20
Page Download,Page Download Started/Minute,NA,rate,25879844.194,117528.000,26802384.000,19
Page Download,Page Download Completed/Minute,NA,rate,25879844.194,118038.000,26802480.000,19
Page Download,Success Page Responses/Minute,NA,rate,25879844.194,118038.000,26802480.000,19
Page Download,Average Page Response Time (Secs),NA,times,0.000,0.000,0.017,80227517
Page Download,Total Pages Completed,NA,cumulative,75787466.000,4440051.000,80227517.000,19
Page Download,Total Pages Success,NA,cumulative,75787466.000,4440051.000,80227517.000,19
Page Download,Average Java Script processing Time (Secs),NA,times,0.000,4294967.295,0.000,80227517
Page Download,Average Page processing Time (Secs),NA,times,0.000,4294967.295,0.000,80227517
Session,Sessions Started/Minute,NA,rate,25879844.194,117426.000,26802396.000,19
Session,Sessions Completed/Minute,NA,rate,25879844.194,118194.000,26802396.000,19
Session,Successful Sessions/Minute,NA,rate,25879844.194,118194.000,26802396.000,19
Session,Average Session Response Time (Secs),NA,times,0.000,0.000,0.018,80227517
Session,Total Session Completed,NA,cumulative,75787477.000,4440040.000,80227517.000,19
Session,Total Session Success,NA,cumulative,75787477.000,4440040.000,80227517.000,19
HTTP Failures,HTTP Failures(All)/Sec,NA,rate,0.000,0.000,0.000,19
HTTP Failures,HTTP Failures/Sec,MiscErr,rate,0.000,0.000,0.000,19
HTTP Failures,HTTP Failures/Sec,1xx,rate,0.000,0.000,0.000,19
HTTP Failures,HTTP Failures/Sec,2xx,rate,0.000,0.000,0.000,19
HTTP Failures,HTTP Failures/Sec,3xx,rate,0.000,0.000,0.000,19
HTTP Failures,HTTP Failures/Sec,4xx,rate,0.000,0.000,0.000,19
HTTP Failures,HTTP Failures/Sec,5xx,rate,0.000,0.000,0.000,19
HTTP Failures,HTTP Failures/Sec,PartialBody,rate,0.000,0.000,0.000,19
HTTP Failures,HTTP Failures/Sec,T.O,rate,0.000,0.000,0.000,19
HTTP Failures,HTTP Failures/Sec,ConFail,rate,0.000,0.000,0.000,19
HTTP Failures,HTTP Failures/Sec,ClickAway,rate,0.000,0.000,0.000,19
HTTP Failures,HTTP Failures/Sec,WriteFail,rate,0.000,0.000,0.000,19
HTTP Failures,HTTP Failures/Sec,SSLWriteFail,rate,0.000,0.000,0.000,19
HTTP Failures,HTTP Failures/Sec,SSLHshakeFail,rate,0.000,0.000,0.000,19
HTTP Failures,HTTP Failures/Sec,IncompleteExact,rate,0.000,0.000,0.000,19
HTTP Failures,HTTP Failures/Sec,NoRead,rate,0.000,0.000,0.000,19
HTTP Failures,HTTP Failures/Sec,PartialHdr,rate,0.000,0.000,0.000,19
HTTP Failures,HTTP Failures/Sec,BadBodyNoSize,rate,0.000,0.000,0.000,19
HTTP Failures,HTTP Failures/Sec,BadBodyChunked,rate,0.000,0.000,0.000,19
HTTP Failures,HTTP Failures/Sec,BadBodyConLen,rate,0.000,0.000,0.000,19
HTTP Failures,HTTP Failures/Sec,Reload,rate,0.000,0.000,0.000,19
HTTP Failures,HTTP Failures/Sec,Stopped,rate,0.000,0.000,0.000,19
HTTP Failures,HTTP Failures/Sec,BadResponse,rate,0.000,0.000,0.000,19
HTTP Failures,HTTP Failures/Sec,MailBoxErr,rate,0.000,0.000,0.000,19
HTTP Failures,HTTP Failures/Sec,MailBoxStorageErr,rate,0.000,0.000,0.000,19
