Group Display Order|Group Name(Vector Name)|Group ID|Data Display Order|Graph Name(Vector Name)|Avg|Min|Max
10|Vuser Info(NA)|1|10|Running Vusers(NA)|128.616|126.875|128.000
10|Vuser Info(NA)|1|20|Active Vusers(NA)|121.905|0.000|128.000
10|Vuser Info(NA)|1|30|Thinking Vusers(NA)|0.000|0.000|0.000
10|Vuser Info(NA)|1|40|Waiting Vusers(NA)|0.000|0.000|0.000
10|Vuser Info(NA)|1|50|Idling Vusers(NA)|0.000|0.000|0.000
10|Vuser Info(NA)|1|60|Number Of Connections(NA)|109.101|0.000|121.000
10|Vuser Info(NA)|1|70|SyncPoint Vusers(NA)|0.000|0.000|0.000
20|Network Throughput(NA)|2|10|TCP Send Throughput (Kbps)(NA)|17364.281|86.562|18253.066
20|Network Throughput(NA)|2|20|TCP Total Send Bytes(NA)|420076683.000|23215998.000|420076683.000
20|Network Throughput(NA)|2|30|TCP Receive Throughput (Kbps)(NA)|28495.230|147.650|29953.750
20|Network Throughput(NA)|2|40|TCP Total Receive Bytes(NA)|689356608.000|38091008.000|689356608.000
20|Network Throughput(NA)|2|50|Ethernet Send Throughput (Kbps)(NA)|148424.795|866.631|156069.707
20|Network Throughput(NA)|2|60|Total Ethernet Send Bytes(NA)|3590692642.000|198485915.000|3590692642.000
20|Network Throughput(NA)|2|70|Ethernet Receive Throughput (Kbps)(NA)|187550.568|1075.077|197234.361
20|Network Throughput(NA)|2|80|Total Ethernet Receive Bytes(NA)|4537223348.000|250745265.000|4537223348.000
20|Network Throughput(NA)|2|90|Ethernet Send Packets/Sec(NA)|232950.265|1164.000|244958.000
20|Network Throughput(NA)|2|100|Ethernet Total Send Packets(NA)|44027662.000|2433696.000|44027662.000
20|Network Throughput(NA)|2|110|Ethernet Receive Packets/Sec(NA)|284140.053|1436.000|298825.000
20|Network Throughput(NA)|2|120|Ethernet Total Receive Packets(NA)|53702544.000|2967772.000|53702544.000
20|Network Throughput(NA)|2|130|TCP Connections Open/Sec(NA)|56990.460|284.100|59907.500
20|Network Throughput(NA)|2|140|TCP Total Connections Open(NA)|10771197.000|595282.000|10771197.000
20|Network Throughput(NA)|2|150|TCP Connections Close/Sec(NA)|56990.460|295.300|59907.500
20|Network Throughput(NA)|2|160|TCP Total Connections Close(NA)|10771197.000|595172.000|10771197.000
20|Network Throughput(NA)|2|170|SSL New Sessions/Sec(NA)|0.000|0.000|0.000
20|Network Throughput(NA)|2|180|SSL Total New Sessions(NA)|0.000|0.000|0.000
20|Network Throughput(NA)|2|190|SSL Reused Sessions/Sec(NA)|0.000|0.000|0.000
20|Network Throughput(NA)|2|200|SSL Total Reused Sessions(NA)|0.000|0.000|0.000
20|Network Throughput(NA)|2|210|SSL Reuse attempted/Sec(NA)|0.000|0.000|0.000
20|Network Throughput(NA)|2|220|SSL Total Reuse attempted(NA)|0.000|0.000|0.000
20|Network Throughput(NA)|2|230|SSL Write Failures/Sec(NA)|0.000|0.000|0.000
