Group Display Order|Group Name(Vector Name)|Group ID|Data Display Order|Graph Name(Vector Name)|Avg|Min|Max
10|Vuser Info(NA)|1|10|Running Vusers(NA)|128.602|126.599|128.000
10|Vuser Info(NA)|1|20|Active Vusers(NA)|121.905|0.000|128.000
10|Vuser Info(NA)|1|30|Thinking Vusers(NA)|0.000|0.000|0.000
10|Vuser Info(NA)|1|40|Waiting Vusers(NA)|0.000|0.000|0.000
10|Vuser Info(NA)|1|50|Idling Vusers(NA)|0.000|0.000|0.000
10|Vuser Info(NA)|1|60|Number Of Connections(NA)|111.217|0.000|123.000
10|Vuser Info(NA)|1|70|SyncPoint Vusers(NA)|0.000|0.000|0.000
20|Network Throughput(NA)|2|10|TCP Send Throughput (Kbps)(NA)|17417.859|73.552|18293.773
20|Network Throughput(NA)|2|20|TCP Total Send Bytes(NA)|421372848.000|23416029.000|421372848.000
20|Network Throughput(NA)|2|30|TCP Receive Throughput (Kbps)(NA)|28583.153|126.300|30017.750
20|Network Throughput(NA)|2|40|TCP Total Receive Bytes(NA)|691483648.000|38419072.000|691483648.000
20|Network Throughput(NA)|2|50|Ethernet Send Throughput (Kbps)(NA)|149793.983|754.373|157364.326
20|Network Throughput(NA)|2|60|Total Ethernet Send Bytes(NA)|3623816048.000|201426338.000|3623816048.000
20|Network Throughput(NA)|2|70|Ethernet Receive Throughput (Kbps)(NA)|188113.410|935.484|197594.503
20|Network Throughput(NA)|2|80|Total Ethernet Receive Bytes(NA)|4550839631.000|252920964.000|4550839631.000
20|Network Throughput(NA)|2|90|Ethernet Send Packets/Sec(NA)|235335.820|988.000|247222.000
20|Network Throughput(NA)|2|100|Ethernet Total Send Packets(NA)|44478539.000|2472221.000|44478539.000
20|Network Throughput(NA)|2|110|Ethernet Receive Packets/Sec(NA)|284987.831|1224.000|299352.000
20|Network Throughput(NA)|2|120|Ethernet Total Receive Packets(NA)|53862795.000|2993526.000|53862795.000
20|Network Throughput(NA)|2|130|TCP Connections Open/Sec(NA)|57166.307|241.400|60041.100
20|Network Throughput(NA)|2|140|TCP Total Connections Open(NA)|10804432.000|600411.000|10804432.000
20|Network Throughput(NA)|2|150|TCP Connections Close/Sec(NA)|57166.307|252.600|60035.500
20|Network Throughput(NA)|2|160|TCP Total Connections Close(NA)|10804432.000|600298.000|10804432.000
20|Network Throughput(NA)|2|170|SSL New Sessions/Sec(NA)|0.000|0.000|0.000
20|Network Throughput(NA)|2|180|SSL Total New Sessions(NA)|0.000|0.000|0.000
20|Network Throughput(NA)|2|190|SSL Reused Sessions/Sec(NA)|0.000|0.000|0.000
20|Network Throughput(NA)|2|200|SSL Total Reused Sessions(NA)|0.000|0.000|0.000
20|Network Throughput(NA)|2|210|SSL Reuse attempted/Sec(NA)|0.000|0.000|0.000
20|Network Throughput(NA)|2|220|SSL Total Reuse attempted(NA)|0.000|0.000|0.000
20|Network Throughput(NA)|2|230|SSL Write Failures/Sec(NA)|0.000|0.000|0.000
20|Network Throughput(NA)|2|240|SSL Handshake Failures/Sec(NA)|0.000|0.000|0.000
20|Network Throughput(NA)|2|250|HTTP Body receive throughput (Kbps)(NA)|893.224|3.947|938.055
20|Network Throughput(NA)|2|260|HTTP Body Total receive bytes(NA)|21608864.000|1200596.000|21608864.000
30|HTTP Requests(NA)|3|10|Requests Sent/Sec(NA)|57166.307|240.600|60041.700
30|HTTP Requests(NA)|3|20|Requests Completed/Sec(NA)|57166.307|252.600|60035.500
30|HTTP Requests(NA)|3|30|Requests Successful/Sec(NA)|57166.307|252.600|60035.500
30|HTTP Requests(NA)|3|40|Average Response Time (Secs)(NA)|0.002|0.000|1.013
30|HTTP Requests(NA)|3|50|Requests Completed(NA)|10804432.000|600298.000|10804432.000
30|HTTP Requests(NA)|3|60|Requests Successful(NA)|10804432.000|600298.000|10804432.000
40|HTTP Response Codes(NA)|25|10|100 Continue/Sec(NA)|0.000|0.000|0.000
40|HTTP Response Codes(NA)|25|20|101 Switching Protocols/Sec(NA)|0.000|0.000|0.000
40|HTTP Response Codes(NA)|25|30|200 OK/Sec(NA)|57166.307|0.000|60035.500
40|HTTP Response Codes(NA)|25|40|201 Created/Sec(NA)|0.000|0.000|0.000
40|HTTP Response Codes(NA)|25|50|202 Accepted/Sec(NA)|0.000|0.000|0.000
40|HTTP Response Codes(NA)|25|60|203 Non-Authoritative Information/Sec(NA)|0.000|0.000|0.000
40|HTTP Response Codes(NA)|25|70|204 No Content/Sec(NA)|0.000|0.000|0.000
40|HTTP Response Codes(NA)|25|80|205 Reset Content/Sec(NA)|0.000|0.000|0.000
40|HTTP Response Codes(NA)|25|90|206 Partial Content/Sec(NA)|0.000|0.000|0.000
40|HTTP Response Codes(NA)|25|100|300 Multiple Choices/Sec(NA)|0.000|0.000|0.000
40|HTTP Response Codes(NA)|25|110|301 Moved Permanently/Sec(NA)|0.000|0.000|0.000
40|HTTP Response Codes(NA)|25|120|302 Found/Sec(NA)|0.000|0.000|0.000
40|HTTP Response Codes(NA)|25|130|303 See Other/Sec(NA)|0.000|0.000|0.000
40|HTTP Response Codes(NA)|25|140|304 Not Modified/Sec(NA)|0.000|0.000|0.000
40|HTTP Response Codes(NA)|25|150|305 Use Proxy/Sec(NA)|0.000|0.000|0.000
40|HTTP Response Codes(NA)|25|160|306 Switch Proxy/Sec(NA)|0.000|0.000|0.000
40|HTTP Response Codes(NA)|25|170|307 Temporary Redirect/Sec(NA)|0.000|0.000|0.000
40|HTTP Response Codes(NA)|25|180|400 Bad Request/Sec(NA)|0.000|0.000|0.000
40|HTTP Response Codes(NA)|25|190|401 Unauthorized/Sec(NA)|0.000|0.000|0.000
40|HTTP Response Codes(NA)|25|200|402 Payment Required/Sec(NA)|0.000|0.000|0.000
40|HTTP Response Codes(NA)|25|210|403 Forbidden/Sec(NA)|0.000|0.000|0.000
40|HTTP Response Codes(NA)|25|220|404 Not Found/Sec(NA)|0.000|0.000|0.000
40|HTTP Response Codes(NA)|25|230|405 Method Not Allowed/Sec(NA)|0.000|0.000|0.000
40|HTTP Response Codes(NA)|25|240|406 Not Acceptable/Sec(NA)|0.000|0.000|0.000
40|HTTP Response Codes(NA)|25|250|407 Proxy Authentication Required/Sec(NA)|0.000|0.000|0.000
40|HTTP Response Codes(NA)|25|260|408 Request Timeout/Sec(NA)|0.000|0.000|0.000
40|HTTP Response Codes(NA)|25|270|409 Conflict/Sec(NA)|0.000|0.000|0.000
40|HTTP Response Codes(NA)|25|280|410 Gone/Sec(NA)|0.000|0.000|0.000
40|HTTP Response Codes(NA)|25|290|411 Length Required/Sec(NA)|0.000|0.000|0.000
40|HTTP Response Codes(NA)|25|300|412 Precondition Failed/Sec(NA)|0.000|0.000|0.000
40|HTTP Response Codes(NA)|25|310|413 Request Entity Too Large/Sec(NA)|0.000|0.000|0.000
40|HTTP Response Codes(NA)|25|320|414 Request-URI Too Long/Sec(NA)|0.000|0.000|0.000
40|HTTP Response Codes(NA)|25|330|415 Unsupported Media Type/Sec(NA)|0.000|0.000|0.000
40|HTTP Response Codes(NA)|25|340|416 Requested Range Not Satisfiable/Sec(NA)|0.000|0.000|0.000
40|HTTP Response Codes(NA)|25|350|417 Expectation Failed/Sec(NA)|0.000|0.000|0.000
