Group Display Order|Group Name(Vector Name)|Group ID|Data Display Order|Graph Name(Vector Name)|Avg|Min|Max
10|Vuser Info(NA)|1|10|Running Vusers(NA)|1049.776|3.424|1255.000
10|Vuser Info(NA)|1|20|Active Vusers(NA)|0.823|0.000|5.000
10|Vuser Info(NA)|1|30|Thinking Vusers(NA)|225.466|0.000|349.000
10|Vuser Info(NA)|1|40|Waiting Vusers(NA)|819.653|0.000|1010.000
10|Vuser Info(NA)|1|50|Idling Vusers(NA)|0.000|0.000|0.000
10|Vuser Info(NA)|1|60|Number Of Connections(NA)|3302.193|0.000|3955.000
10|Vuser Info(NA)|1|70|SyncPoint Vusers(NA)|0.000|0.000|0.000
20|Network Throughput(NA)|2|10|TCP Send Throughput (Kbps)(NA)|5858.082|1.327|7789.231
20|Network Throughput(NA)|2|20|TCP Total Send Bytes(NA)|864052197.000|3291285.000|1165990868.000
20|Network Throughput(NA)|2|30|TCP Receive Throughput (Kbps)(NA)|32073.046|6.024|43100.278
20|Network Throughput(NA)|2|40|TCP Total Receive Bytes(NA)|4731986707.000|19083761.000|6383811432.000
20|Network Throughput(NA)|2|50|Ethernet Send Throughput (Kbps)(NA)|7463.925|121.732|10202.250
20|Network Throughput(NA)|2|60|Total Ethernet Send Bytes(NA)|1485619693.000|4715161.000|1485619693.000
20|Network Throughput(NA)|2|70|Ethernet Receive Throughput (Kbps)(NA)|34334.770|136.565|46405.255
20|Network Throughput(NA)|2|80|Total Ethernet Receive Bytes(NA)|6833992701.000|20911862.000|6833992701.000
20|Network Throughput(NA)|2|90|Ethernet Send Packets/Sec(NA)|2267.762|12.000|3329.000
20|Network Throughput(NA)|2|100|Ethernet Total Send Packets(NA)|3527121.000|13514.000|3527121.000
20|Network Throughput(NA)|2|110|Ethernet Receive Packets/Sec(NA)|3414.830|11.000|4858.000
20|Network Throughput(NA)|2|120|Ethernet Total Receive Packets(NA)|5310753.000|18755.000|5310753.000
20|Network Throughput(NA)|2|130|TCP Connections Open/Sec(NA)|2.543|0.000|97.200
20|Network Throughput(NA)|2|140|TCP Total Connections Open(NA)|3955.000|933.000|3955.000
20|Network Throughput(NA)|2|150|TCP Connections Close/Sec(NA)|2.543|0.000|69.900
20|Network Throughput(NA)|2|160|TCP Total Connections Close(NA)|3955.000|0.000|3955.000
20|Network Throughput(NA)|2|170|SSL New Sessions/Sec(NA)|0.257|0.000|10.000
20|Network Throughput(NA)|2|180|SSL Total New Sessions(NA)|400.000|96.000|400.000
20|Network Throughput(NA)|2|190|SSL Reused Sessions/Sec(NA)|0.772|0.000|30.000
20|Network Throughput(NA)|2|200|SSL Total Reused Sessions(NA)|1200.000|288.000|1200.000
20|Network Throughput(NA)|2|210|SSL Reuse attempted/Sec(NA)|0.772|0.000|30.000
20|Network Throughput(NA)|2|220|SSL Total Reuse attempted(NA)|1200.000|288.000|1200.000
20|Network Throughput(NA)|2|230|SSL Write Failures/Sec(NA)|0.000|0.000|0.000
20|Network Throughput(NA)|2|240|SSL Handshake Failures/Sec(NA)|0.000|0.000|0.000
