Group Display Order|Group Name(Vector Name)|Group ID|Data Display Order|Graph Name(Vector Name)|Avg|Min|Max
10|Vuser Info(NA)|1|10|Running Vusers(NA)|128.618|126.904|128.000
10|Vuser Info(NA)|1|20|Active Vusers(NA)|121.905|0.000|128.000
10|Vuser Info(NA)|1|30|Thinking Vusers(NA)|0.000|0.000|0.000
10|Vuser Info(NA)|1|40|Waiting Vusers(NA)|0.000|0.000|0.000
10|Vuser Info(NA)|1|50|Idling Vusers(NA)|0.000|0.000|0.000
10|Vuser Info(NA)|1|60|Number Of Connections(NA)|109.259|0.000|119.000
10|Vuser Info(NA)|1|70|SyncPoint Vusers(NA)|0.000|0.000|0.000
20|Network Throughput(NA)|2|10|TCP Send Throughput (Kbps)(NA)|20663.668|95.733|21727.022
20|Network Throughput(NA)|2|20|TCP Total Send Bytes(NA)|499895448.000|27729819.000|499895448.000
20|Network Throughput(NA)|2|30|TCP Receive Throughput (Kbps)(NA)|33909.608|162.650|35654.500
20|Network Throughput(NA)|2|40|TCP Total Receive Bytes(NA)|820341248.000|45497728.000|820341248.000
20|Network Throughput(NA)|2|50|Ethernet Send Throughput (Kbps)(NA)|176717.010|941.785|185785.403
20|Network Throughput(NA)|2|60|Total Ethernet Send Bytes(NA)|4275137916.000|237152824.000|4275137916.000
20|Network Throughput(NA)|2|70|Ethernet Receive Throughput (Kbps)(NA)|186132.615|1000.833|195712.321
20|Network Throughput(NA)|2|80|Total Ethernet Receive Bytes(NA)|4502920234.000|249798708.000|4502920234.000
20|Network Throughput(NA)|2|90|Ethernet Send Packets/Sec(NA)|277969.048|1282.000|292244.000
20|Network Throughput(NA)|2|100|Ethernet Total Send Packets(NA)|52536229.000|2914276.000|52536229.000
20|Network Throughput(NA)|2|110|Ethernet Receive Packets/Sec(NA)|270405.820|1268.000|284339.000
20|Network Throughput(NA)|2|120|Ethernet Total Receive Packets(NA)|51106802.000|2835164.000|51106802.000
20|Network Throughput(NA)|2|130|TCP Connections Open/Sec(NA)|67819.217|314.200|71309.200
20|Network Throughput(NA)|2|140|TCP Total Connections Open(NA)|12817832.000|711021.000|12817832.000
20|Network Throughput(NA)|2|150|TCP Connections Close/Sec(NA)|67819.217|325.300|71309.000
20|Network Throughput(NA)|2|160|TCP Total Connections Close(NA)|12817832.000|710902.000|12817832.000
20|Network Throughput(NA)|2|170|SSL New Sessions/Sec(NA)|0.000|0.000|0.000
20|Network Throughput(NA)|2|180|SSL Total New Sessions(NA)|0.000|0.000|0.000
20|Network Throughput(NA)|2|190|SSL Reused Sessions/Sec(NA)|0.000|0.000|0.000
20|Network Throughput(NA)|2|200|SSL Total Reused Sessions(NA)|0.000|0.000|0.000
20|Network Throughput(NA)|2|210|SSL Reuse attempted/Sec(NA)|0.000|0.000|0.000
20|Network Throughput(NA)|2|220|SSL Total Reuse attempted(NA)|0.000|0.000|0.000
20|Network Throughput(NA)|2|230|SSL Write Failures/Sec(NA)|0.000|0.000|0.000
20|Network Throughput(NA)|2|240|SSL Handshake Failures/Sec(NA)|0.000|0.000|0.000
20|Network Throughput(NA)|2|250|HTTP Body receive throughput (Kbps)(NA)|1059.675|5.083|1114.203
