Group Display Order|Group Name(Vector Name)|Group ID|Data Display Order|Graph Name(Vector Name)|Avg|Min|Max
10|Vuser Info(NA)|1|10|Running Vusers(NA)|130.752|127.986|128.000
10|Vuser Info(NA)|1|20|Active Vusers(NA)|123.871|0.000|128.000
10|Vuser Info(NA)|1|30|Thinking Vusers(NA)|0.000|0.000|0.000
10|Vuser Info(NA)|1|40|Waiting Vusers(NA)|0.000|0.000|0.000
10|Vuser Info(NA)|1|50|Idling Vusers(NA)|0.000|0.000|0.000
10|Vuser Info(NA)|1|60|Number Of Connections(NA)|123.871|0.000|128.000
10|Vuser Info(NA)|1|70|SyncPoint Vusers(NA)|0.000|0.000|0.000
20|Network Throughput(NA)|2|10|TCP Send Throughput (Kbps)(NA)|131421.084|596.822|136105.856
20|Network Throughput(NA)|2|20|TCP Total Send Bytes(NA)|3128873163.000|173165694.000|3128873163.000
20|Network Throughput(NA)|2|30|TCP Receive Throughput (Kbps)(NA)|215665.368|983.650|223354.000
20|Network Throughput(NA)|2|40|TCP Total Receive Bytes(NA)|5134561088.000|284163264.000|5134561088.000
20|Network Throughput(NA)|2|50|Ethernet Send Throughput (Kbps)(NA)|367412.615|1753.033|380504.710
20|Network Throughput(NA)|2|60|Total Ethernet Send Bytes(NA)|8747359540.000|484198879.000|8747359540.000
20|Network Throughput(NA)|2|70|Ethernet Receive Throughput (Kbps)(NA)|451659.057|2127.875|467755.601
20|Network Throughput(NA)|2|80|Total Ethernet Receive Bytes(NA)|10753098843.000|595209866.000|10753098843.000
20|Network Throughput(NA)|2|90|Ethernet Send Packets/Sec(NA)|431339.355|1945.000|446717.000
20|Network Throughput(NA)|2|100|Ethernet Total Send Packets(NA)|80229190.000|4441052.000|80229190.000
20|Network Throughput(NA)|2|110|Ethernet Receive Packets/Sec(NA)|431342.312|1937.000|446718.000
20|Network Throughput(NA)|2|120|Ethernet Total Receive Packets(NA)|80229740.000|4441170.000|80229740.000
20|Network Throughput(NA)|2|130|TCP Connections Open/Sec(NA)|0.688|0.000|12.800
20|Network Throughput(NA)|2|140|TCP Total Connections Open(NA)|128.000|128.000|128.000
20|Network Throughput(NA)|2|150|TCP Connections Close/Sec(NA)|0.688|0.000|12.800
20|Network Throughput(NA)|2|160|TCP Total Connections Close(NA)|128.000|0.000|128.000
20|Network Throughput(NA)|2|170|SSL New Sessions/Sec(NA)|0.000|0.000|0.000
