Group Name,Graph Name,Vector Name,Graph Type,Avg/Diff,Min,Max,Samples
Vuser Info,Running Vusers,NA,sample,127.262,101.275,128.000,19
Vuser Info,Active Vusers,NA,sample,121.905,0.000,128.000,19
Vuser Info,Thinking Vusers,NA,sample,0.000,0.000,0.000,19
Vuser Info,Waiting Vusers,NA,sample,0.000,0.000,0.000,19
Vuser Info,Idling Vusers,NA,sample,0.000,0.000,0.000,19
Vuser Info,Number Of Connections,NA,sample,121.905,0.000,128.000,19
Vuser Info,SyncPoint Vusers,NA,sample,0.000,0.000,0.000,19
Network Throughput,TCP Send Throughput (Kbps),NA,sample,1406.641,7.219,1482.473,19
Network Throughput,TCP Total Send Bytes,NA,cumulative,32131902.000,1897566.000,34029468.000,19
Network Throughput,TCP Receive Throughput (Kbps),NA,sample,874888.306,8557.117,918225.084,19
Network Throughput,TCP Total Receive Bytes,NA,cumulative,19990268726.000,1175029174.000,21165297900.000,19
Network Throughput,Ethernet Send Throughput (Kbps),NA,sample,6439.343,165.431,6932.825,19
Network Throughput,Total Ethernet Send Bytes,NA,cumulative,146906572.000,8874017.000,155780589.000,19
Network Throughput,Ethernet Receive Throughput (Kbps),NA,sample,918260.057,9028.078,963715.687,19
Network Throughput,Total Ethernet Receive Bytes,NA,cumulative,20981130282.000,1233417024.000,22214547306.000,19
Network Throughput,Ethernet Send Packets/Sec,NA,rate,9014.180,104.000,9752.000,19
Network Throughput,Ethernet Total Send Packets,NA,cumulative,1606248.000,97529.000,1703777.000,19
Network Throughput,Ethernet Receive Packets/Sec,NA,rate,79123.439,784.000,83089.000,19
Network Throughput,Ethernet Total Receive Packets,NA,cumulative,14123536.000,830897.000,14954433.000,19
Network Throughput,TCP Connections Open/Sec,NA,rate,0.677,0.000,12.800,19
Network Throughput,TCP Total Connections Open,NA,cumulative,0.000,128.000,128.000,19
Network Throughput,TCP Connections Close/Sec,NA,rate,0.677,0.000,12.800,19
Network Throughput,TCP Total Connections Close,NA,cumulative,128.000,0.000,128.000,19
Network Throughput,SSL New Sessions/Sec,NA,rate,0.000,0.000,0.000,19
Network Throughput,SSL Total New Sessions,NA,cumulative,0.000,0.000,0.000,19
Network Throughput,SSL Reused Sessions/Sec,NA,rate,0.000,0.000,0.000,19
Network Throughput,SSL Total Reused Sessions,NA,cumulative,0.000,0.000,0.000,19
Network Throughput,SSL Reuse attempted/Sec,NA,rate,0.000,0.000,0.000,19
Network Throughput,SSL Total Reuse attempted,NA,cumulative,0.000,0.000,0.000,19
Network Throughput,SSL Write Failures/Sec,NA,rate,0.000,0.000,0.000,19
Network Throughput,SSL Handshake Failures/Sec,NA,rate,0.000,0.000,0.000,19
Network Throughput,HTTP Body receive throughput (Kbps),NA,rate,872948.846,8538.206,916189.457,19
Network Throughput,HTTP Body Total receive bytes,NA,cumulative,19945954183.000,1172424299.000,21118378482.000,19
HTTP Requests,Requests Sent/Sec,NA,rate,2728.032,14.000,2875.100,19
HTTP Requests,Requests Completed/Sec,NA,rate,2728.032,26.700,2863.100,19
HTTP Requests,Requests Successful/Sec,NA,rate,2728.032,26.700,2863.100,19
HTTP Requests,Average Response Time (Secs),NA,times,0.044,0.010,0.089,515598
HTTP Requests,Requests Completed,NA,cumulative,486975.000,28623.000,515598.000,19
