Group Name,Graph Name,Vector Name,Graph Type,Avg/Diff,Min,Max,Samples
Vuser Info,Running Vusers,NA,sample,128.616,126.875,128.000,19
Vuser Info,Active Vusers,NA,sample,121.905,0.000,128.000,19
Vuser Info,Thinking Vusers,NA,sample,0.000,0.000,0.000,19
Vuser Info,Waiting Vusers,NA,sample,0.000,0.000,0.000,19
Vuser Info,Idling Vusers,NA,sample,0.000,0.000,0.000,19
Vuser Info,Number Of Connections,NA,sample,109.101,0.000,121.000,19
Vuser Info,SyncPoint Vusers,NA,sample,0.000,0.000,0.000,19
Network Throughput,TCP Send Throughput (Kbps),NA,sample,17364.281,86.562,18253.066,19
Network Throughput,TCP Total Send Bytes,NA,cumulative,396860685.000,23215998.000,420076683.000,19
Network Throughput,TCP Receive Throughput (Kbps),NA,sample,28495.230,147.650,29953.750,19
Network Throughput,TCP Total Receive Bytes,NA,cumulative,651265600.000,38091008.000,689356608.000,19
Network Throughput,Ethernet Send Throughput (Kbps),NA,sample,148424.795,866.631,156069.707,19
Network Throughput,Total Ethernet Send Bytes,NA,cumulative,3392206727.000,198485915.000,3590692642.000,19
Network Throughput,Ethernet Receive Throughput (Kbps),NA,sample,187550.568,1075.077,197234.361,19
Network Throughput,Total Ethernet Receive Bytes,NA,cumulative,4286478083.000,250745265.000,4537223348.000,19
Network Throughput,Ethernet Send Packets/Sec,NA,rate,232950.265,1164.000,244958.000,19
Network Throughput,Ethernet Total Send Packets,NA,cumulative,41593966.000,2433696.000,44027662.000,19
Network Throughput,Ethernet Receive Packets/Sec,NA,rate,284140.053,1436.000,298825.000,19
Network Throughput,Ethernet Total Receive Packets,NA,cumulative,50734772.000,2967772.000,53702544.000,19
Network Throughput,TCP Connections Open/Sec,NA,rate,56990.460,284.100,59907.500,19
Network Throughput,TCP Total Connections Open,NA,cumulative,10175915.000,595282.000,10771197.000,19
Network Throughput,TCP Connections Close/Sec,NA,rate,56990.460,295.300,59907.500,19
