Group Display Order|Group Name(Vector Name)|Group ID|Data Display Order|Graph Name(Vector Name)|Avg|Min|Max
10|Vuser Info(NA)|1|10|Running Vusers(NA)|128.600|126.560|128.000
10|Vuser Info(NA)|1|20|Active Vusers(NA)|121.905|0.000|128.000
10|Vuser Info(NA)|1|30|Thinking Vusers(NA)|0.000|0.000|0.000
10|Vuser Info(NA)|1|40|Waiting Vusers(NA)|0.000|0.000|0.000
10|Vuser Info(NA)|1|50|Idling Vusers(NA)|0.000|0.000|0.000
10|Vuser Info(NA)|1|60|Number Of Connections(NA)|109.471|0.000|120.000
10|Vuser Info(NA)|1|70|SyncPoint Vusers(NA)|0.000|0.000|0.000
20|Network Throughput(NA)|2|10|TCP Send Throughput (Kbps)(NA)|23011.823|103.929|24207.848
20|Network Throughput(NA)|2|20|TCP Total Send Bytes(NA)|556702029.000|30908007.000|556702029.000
20|Network Throughput(NA)|2|30|TCP Receive Throughput (Kbps)(NA)|37762.992|175.950|39725.700
20|Network Throughput(NA)|2|40|TCP Total Receive Bytes(NA)|913562304.000|50713664.000|913562304.000
20|Network Throughput(NA)|2|50|Ethernet Send Throughput (Kbps)(NA)|154340.211|842.602|162349.143
20|Network Throughput(NA)|2|60|Total Ethernet Send Bytes(NA)|3733798383.000|207353661.000|3733798383.000
20|Network Throughput(NA)|2|70|Ethernet Receive Throughput (Kbps)(NA)|207298.379|1087.892|218061.832
20|Network Throughput(NA)|2|80|Total Ethernet Receive Bytes(NA)|5014962402.000|278450400.000|5014962402.000
20|Network Throughput(NA)|2|90|Ethernet Send Packets/Sec(NA)|231757.937|1040.000|243796.000
20|Network Throughput(NA)|2|100|Ethernet Total Send Packets(NA)|43802324.000|2432516.000|43802324.000
20|Network Throughput(NA)|2|110|Ethernet Receive Packets/Sec(NA)|301180.741|1358.000|316832.000
20|Network Throughput(NA)|2|120|Ethernet Total Receive Packets(NA)|56923244.000|3160591.000|56923244.000
20|Network Throughput(NA)|2|130|TCP Connections Open/Sec(NA)|75525.984|341.100|79451.400
20|Network Throughput(NA)|2|140|TCP Total Connections Open(NA)|14274411.000|792513.000|14274411.000
20|Network Throughput(NA)|2|150|TCP Connections Close/Sec(NA)|75525.984|351.900|79451.400
20|Network Throughput(NA)|2|160|TCP Total Connections Close(NA)|14274411.000|792401.000|14274411.000
20|Network Throughput(NA)|2|170|SSL New Sessions/Sec(NA)|0.000|0.000|0.000
20|Network Throughput(NA)|2|180|SSL Total New Sessions(NA)|0.000|0.000|0.000
20|Network Throughput(NA)|2|190|SSL Reused Sessions/Sec(NA)|0.000|0.000|0.000
20|Network Throughput(NA)|2|200|SSL Total Reused Sessions(NA)|0.000|0.000|0.000
