Group Display Order|Group Name(Vector Name)|Group ID|Data Display Order|Graph Name(Vector Name)|Avg|Min|Max
10|Vuser Info(NA)|1|10|Running Vusers(NA)|127.262|101.275|128.000
10|Vuser Info(NA)|1|20|Active Vusers(NA)|121.905|0.000|128.000
10|Vuser Info(NA)|1|30|Thinking Vusers(NA)|0.000|0.000|0.000
10|Vuser Info(NA)|1|40|Waiting Vusers(NA)|0.000|0.000|0.000
10|Vuser Info(NA)|1|50|Idling Vusers(NA)|0.000|0.000|0.000
10|Vuser Info(NA)|1|60|Number Of Connections(NA)|121.905|0.000|128.000
10|Vuser Info(NA)|1|70|SyncPoint Vusers(NA)|0.000|0.000|0.000
20|Network Throughput(NA)|2|10|TCP Send Throughput (Kbps)(NA)|1406.641|7.219|1482.473
20|Network Throughput(NA)|2|20|TCP Total Send Bytes(NA)|34029468.000|1897566.000|34029468.000
20|Network Throughput(NA)|2|30|TCP Receive Throughput (Kbps)(NA)|874888.306|8557.117|918225.084
20|Network Throughput(NA)|2|40|TCP Total Receive Bytes(NA)|21165297900.000|1175029174.000|21165297900.000
20|Network Throughput(NA)|2|50|Ethernet Send Throughput (Kbps)(NA)|6439.343|165.431|6932.825
20|Network Throughput(NA)|2|60|Total Ethernet Send Bytes(NA)|155780589.000|8874017.000|155780589.000
20|Network Throughput(NA)|2|70|Ethernet Receive Throughput (Kbps)(NA)|918260.057|9028.078|963715.687
20|Network Throughput(NA)|2|80|Total Ethernet Receive Bytes(NA)|22214547306.000|1233417024.000|22214547306.000
20|Network Throughput(NA)|2|90|Ethernet Send Packets/Sec(NA)|9014.180|104.000|9752.000
20|Network Throughput(NA)|2|100|Ethernet Total Send Packets(NA)|1703777.000|97529.000|1703777.000
20|Network Throughput(NA)|2|110|Ethernet Receive Packets/Sec(NA)|79123.439|784.000|83089.000
20|Network Throughput(NA)|2|120|Ethernet Total Receive Packets(NA)|14954433.000|830897.000|14954433.000
20|Network Throughput(NA)|2|130|TCP Connections Open/Sec(NA)|0.677|0.000|12.800
20|Network Throughput(NA)|2|140|TCP Total Connections Open(NA)|128.000|128.000|128.000
20|Network Throughput(NA)|2|150|TCP Connections Close/Sec(NA)|0.677|0.000|12.800
20|Network Throughput(NA)|2|160|TCP Total Connections Close(NA)|128.000|0.000|128.000
20|Network Throughput(NA)|2|170|SSL New Sessions/Sec(NA)|0.000|0.000|0.000
20|Network Throughput(NA)|2|180|SSL Total New Sessions(NA)|0.000|0.000|0.000
20|Network Throughput(NA)|2|190|SSL Reused Sessions/Sec(NA)|0.000|0.000|0.000
20|Network Throughput(NA)|2|200|SSL Total Reused Sessions(NA)|0.000|0.000|0.000
20|Network Throughput(NA)|2|210|SSL Reuse attempted/Sec(NA)|0.000|0.000|0.000
20|Network Throughput(NA)|2|220|SSL Total Reuse attempted(NA)|0.000|0.000|0.000
20|Network Throughput(NA)|2|230|SSL Write Failures/Sec(NA)|0.000|0.000|0.000
20|Network Throughput(NA)|2|240|SSL Handshake Failures/Sec(NA)|0.000|0.000|0.000
20|Network Throughput(NA)|2|250|HTTP Body receive throughput (Kbps)(NA)|872948.846|8538.206|916189.457
20|Network Throughput(NA)|2|260|HTTP Body Total receive bytes(NA)|21118378482.000|1172424299.000|21118378482.000
30|HTTP Requests(NA)|3|10|Requests Sent/Sec(NA)|2728.032|14.000|2875.100
30|HTTP Requests(NA)|3|20|Requests Completed/Sec(NA)|2728.032|26.700|2863.100
30|HTTP Requests(NA)|3|30|Requests Successful/Sec(NA)|2728.032|26.700|2863.100
30|HTTP Requests(NA)|3|40|Average Response Time (Secs)(NA)|0.044|0.010|0.089
30|HTTP Requests(NA)|3|50|Requests Completed(NA)|515598.000|28623.000|515598.000
30|HTTP Requests(NA)|3|60|Requests Successful(NA)|515598.000|28623.000|515598.000
40|HTTP Response Codes(NA)|25|10|100 Continue/Sec(NA)|0.000|0.000|0.000
40|HTTP Response Codes(NA)|25|20|101 Switching Protocols/Sec(NA)|0.000|0.000|0.000
40|HTTP Response Codes(NA)|25|30|200 OK/Sec(NA)|2728.032|0.000|2863.100
40|HTTP Response Codes(NA)|25|40|201 Created/Sec(NA)|0.000|0.000|0.000
40|HTTP Response Codes(NA)|25|50|202 Accepted/Sec(NA)|0.000|0.000|0.000
40|HTTP Response Codes(NA)|25|60|203 Non-Authoritative Information/Sec(NA)|0.000|0.000|0.000
40|HTTP Response Codes(NA)|25|70|204 No Content/Sec(NA)|0.000|0.000|0.000
40|HTTP Response Codes(NA)|25|80|205 Reset Content/Sec(NA)|0.000|0.000|0.000
40|HTTP Response Codes(NA)|25|90|206 Partial Content/Sec(NA)|0.000|0.000|0.000
40|HTTP Response Codes(NA)|25|100|300 Multiple Choices/Sec(NA)|0.000|0.000|0.000
40|HTTP Response Codes(NA)|25|110|301 Moved Permanently/Sec(NA)|0.000|0.000|0.000
40|HTTP Response Codes(NA)|25|120|302 Found/Sec(NA)|0.000|0.000|0.000
40|HTTP Response Codes(NA)|25|130|303 See Other/Sec(NA)|0.000|0.000|0.000
40|HTTP Response Codes(NA)|25|140|304 Not Modified/Sec(NA)|0.000|0.000|0.000
