Group Name,Graph Name,Vector Name,Graph Type,Avg/Diff,Min,Max,Samples
Vuser Info,Running Vusers,NA,sample,129.246,99.988,128.000,19
Vuser Info,Active Vusers,NA,sample,123.871,0.000,128.000,19
Vuser Info,Thinking Vusers,NA,sample,0.000,0.000,0.000,19
Vuser Info,Waiting Vusers,NA,sample,0.000,0.000,0.000,19
Vuser Info,Idling Vusers,NA,sample,0.000,0.000,0.000,19
Vuser Info,Number Of Connections,NA,sample,123.871,0.000,128.000,19
Vuser Info,SyncPoint Vusers,NA,sample,0.000,0.000,0.000,19
Network Throughput,TCP Send Throughput (Kbps),NA,sample,1429.312,6.806,1482.525,19
Network Throughput,TCP Total Send Bytes,NA,cumulative,32131440.000,1897632.000,34029072.000,19
Network Throughput,TCP Receive Throughput (Kbps),NA,sample,888989.062,8307.737,918193.409,19
Network Throughput,TCP Total Receive Bytes,NA,cumulative,19989998752.000,1175052848.000,21165051600.000,19
Network Throughput,Ethernet Send Throughput (Kbps),NA,sample,6542.394,155.892,6936.395,19
Network Throughput,Total Ethernet Send Bytes,NA,cumulative,146882737.000,8878586.000,155761323.000,19
Network Throughput,Ethernet Receive Throughput (Kbps),NA,sample,933061.093,8734.039,963726.166,19
Network Throughput,Total Ethernet Receive Bytes,NA,cumulative,20980835019.000,1233483486.000,22214318505.000,19
Network Throughput,Ethernet Send Packets/Sec,NA,rate,9158.118,87.000,9759.000,19
Network Throughput,Ethernet Total Send Packets,NA,cumulative,1605910.000,97594.000,1703504.000,19
Network Throughput,Ethernet Receive Packets/Sec,NA,rate,80398.656,747.000,83098.000,19
Network Throughput,Ethernet Total Receive Packets,NA,cumulative,14123265.000,830981.000,14954246.000,19
Network Throughput,TCP Connections Open/Sec,NA,rate,0.688,0.000,12.800,19
Network Throughput,TCP Total Connections Open,NA,cumulative,0.000,128.000,128.000,19
Network Throughput,TCP Connections Close/Sec,NA,rate,0.688,0.000,12.800,19
Network Throughput,TCP Total Connections Close,NA,cumulative,128.000,0.000,128.000,19
Network Throughput,SSL New Sessions/Sec,NA,rate,0.000,0.000,0.000,19
Network Throughput,SSL Total New Sessions,NA,cumulative,0.000,0.000,0.000,19
Network Throughput,SSL Reused Sessions/Sec,NA,rate,0.000,0.000,0.000,19
Network Throughput,SSL Total Reused Sessions,NA,cumulative,0.000,0.000,0.000,19
Network Throughput,SSL Reuse attempted/Sec,NA,rate,0.000,0.000,0.000,19
Network Throughput,SSL Total Reuse attempted,NA,cumulative,0.000,0.000,0.000,19
Network Throughput,SSL Write Failures/Sec,NA,rate,0.000,0.000,0.000,19
Network Throughput,SSL Handshake Failures/Sec,NA,rate,0.000,0.000,0.000,19
