Group Display Order|Group Name(Vector Name)|Group ID|Data Display Order|Graph Name(Vector Name)|Avg|Min|Max
10|Vuser Info(NA)|1|10|Running Vusers(NA)|128.650|127.500|128.000
10|Vuser Info(NA)|1|20|Active Vusers(NA)|121.905|0.000|128.000
10|Vuser Info(NA)|1|30|Thinking Vusers(NA)|0.000|0.000|0.000
10|Vuser Info(NA)|1|40|Waiting Vusers(NA)|0.000|0.000|0.000
10|Vuser Info(NA)|1|50|Idling Vusers(NA)|0.000|0.000|0.000
10|Vuser Info(NA)|1|60|Number Of Connections(NA)|121.905|0.000|128.000
10|Vuser Info(NA)|1|70|SyncPoint Vusers(NA)|0.000|0.000|0.000
20|Network Throughput(NA)|2|10|TCP Send Throughput (Kbps)(NA)|128793.936|613.549|135534.263
20|Network Throughput(NA)|2|20|TCP Total Send Bytes(NA)|3115782891.000|173007588.000|3115782891.000
20|Network Throughput(NA)|2|30|TCP Receive Throughput (Kbps)(NA)|211354.151|1011.050|222414.700
20|Network Throughput(NA)|2|40|TCP Total Receive Bytes(NA)|5113079616.000|283904512.000|5113079616.000
20|Network Throughput(NA)|2|50|Ethernet Send Throughput (Kbps)(NA)|360077.731|1849.040|378909.652
20|Network Throughput(NA)|2|60|Total Ethernet Send Bytes(NA)|8711000480.000|483750916.000|8711000480.000
20|Network Throughput(NA)|2|70|Ethernet Receive Throughput (Kbps)(NA)|442635.863|2236.312|465788.544
20|Network Throughput(NA)|2|80|Total Ethernet Receive Bytes(NA)|10708246820.000|594657436.000|10708246820.000
20|Network Throughput(NA)|2|90|Ethernet Send Packets/Sec(NA)|422722.275|2033.000|444838.000
20|Network Throughput(NA)|2|100|Ethernet Total Send Packets(NA)|79894589.000|4436960.000|79894589.000
20|Network Throughput(NA)|2|110|Ethernet Receive Packets/Sec(NA)|422724.709|2022.000|444841.000
20|Network Throughput(NA)|2|120|Ethernet Total Receive Packets(NA)|79895056.000|4436973.000|79895056.000
20|Network Throughput(NA)|2|130|TCP Connections Open/Sec(NA)|0.677|0.000|12.800
20|Network Throughput(NA)|2|140|TCP Total Connections Open(NA)|128.000|128.000|128.000
20|Network Throughput(NA)|2|150|TCP Connections Close/Sec(NA)|0.677|0.000|12.800
20|Network Throughput(NA)|2|160|TCP Total Connections Close(NA)|128.000|0.000|128.000
20|Network Throughput(NA)|2|170|SSL New Sessions/Sec(NA)|0.000|0.000|0.000
20|Network Throughput(NA)|2|180|SSL Total New Sessions(NA)|0.000|0.000|0.000
20|Network Throughput(NA)|2|190|SSL Reused Sessions/Sec(NA)|0.000|0.000|0.000
20|Network Throughput(NA)|2|200|SSL Total Reused Sessions(NA)|0.000|0.000|0.000
20|Network Throughput(NA)|2|210|SSL Reuse attempted/Sec(NA)|0.000|0.000|0.000
20|Network Throughput(NA)|2|220|SSL Total Reuse attempted(NA)|0.000|0.000|0.000
20|Network Throughput(NA)|2|230|SSL Write Failures/Sec(NA)|0.000|0.000|0.000
20|Network Throughput(NA)|2|240|SSL Handshake Failures/Sec(NA)|0.000|0.000|0.000
20|Network Throughput(NA)|2|250|HTTP Body receive throughput (Kbps)(NA)|6604.817|31.595|6950.459
20|Network Throughput(NA)|2|260|HTTP Body Total receive bytes(NA)|159783738.000|8872016.000|159783738.000
30|HTTP Requests(NA)|3|10|Requests Sent/Sec(NA)|422708.302|2013.700|444830.400
30|HTTP Requests(NA)|3|20|Requests Completed/Sec(NA)|422708.302|2022.100|444829.400
30|HTTP Requests(NA)|3|30|Requests Successful/Sec(NA)|422708.302|2022.100|444829.400
30|HTTP Requests(NA)|3|40|Average Response Time (Secs)(NA)|0.000|0.000|0.020
30|HTTP Requests(NA)|3|50|Requests Completed(NA)|79891869.000|4436008.000|79891869.000
30|HTTP Requests(NA)|3|60|Requests Successful(NA)|79891869.000|4436008.000|79891869.000
40|HTTP Response Codes(NA)|25|10|100 Continue/Sec(NA)|0.000|0.000|0.000
40|HTTP Response Codes(NA)|25|20|101 Switching Protocols/Sec(NA)|0.000|0.000|0.000
40|HTTP Response Codes(NA)|25|30|200 OK/Sec(NA)|422708.302|0.000|444829.400
