Group Name,Graph Name,Vector Name,Graph Type,Avg/Diff,Min,Max,Samples
Vuser Info,Running Vusers,NA,sample,132660.167,2788.625,200000.000,55
Vuser Info,Active Vusers,NA,sample,14802.196,0.000,85099.000,55
Vuser Info,Thinking Vusers,NA,sample,0.000,0.000,0.000,55
Vuser Info,Waiting Vusers,NA,sample,117673.793,0.000,183254.000,55
Vuser Info,Idling Vusers,NA,sample,0.000,0.000,0.000,55
Vuser Info,Number Of Connections,NA,sample,132471.452,0.000,200000.000,55
Vuser Info,SyncPoint Vusers,NA,sample,0.000,0.000,0.000,55
Network Throughput,TCP Send Throughput (Kbps),NA,sample,377445.366,10046.492,594268.242,55
Network Throughput,TCP Total Send Bytes,NA,cumulative,26607607266.000,12859510.000,26620466776.000,55
Network Throughput,TCP Receive Throughput (Kbps),NA,sample,57780.849,1532.700,90940.450,55
Network Throughput,TCP Total Receive Bytes,NA,cumulative,4073205888.000,1961856.000,4075167744.000,55
Network Throughput,Ethernet Send Throughput (Kbps),NA,sample,505973.372,15295.717,795714.207,55
Network Throughput,Total Ethernet Send Bytes,NA,cumulative,35665711491.000,19578518.000,35685290009.000,55
Network Throughput,Ethernet Receive Throughput (Kbps),NA,sample,132892.292,5105.493,216496.969,55
Network Throughput,Total Ethernet Receive Bytes,NA,cumulative,9366092600.000,6535032.000,9372627632.000,55
Network Throughput,Ethernet Send Packets/Sec,NA,rate,233141.561,8383.000,364382.000,55
Network Throughput,Ethernet Total Send Packets,NA,cumulative,128377433.000,83833.000,128461266.000,55
Network Throughput,Ethernet Receive Packets/Sec,NA,rate,130927.731,5318.000,217518.000,55
Network Throughput,Ethernet Total Receive Packets,NA,cumulative,72088223.000,53188.000,72141411.000,55
Network Throughput,TCP Connections Open/Sec,NA,rate,362.976,0.000,557.600,55
Network Throughput,TCP Total Connections Open,NA,cumulative,194432.000,5568.000,200000.000,55
Network Throughput,TCP Connections Close/Sec,NA,rate,362.976,0.000,20000.000,55
Network Throughput,TCP Total Connections Close,NA,cumulative,200000.000,0.000,200000.000,55
Network Throughput,SSL New Sessions/Sec,NA,rate,0.000,0.000,0.000,55
Network Throughput,SSL Total New Sessions,NA,cumulative,0.000,0.000,0.000,55
Network Throughput,SSL Reused Sessions/Sec,NA,rate,0.000,0.000,0.000,55
Network Throughput,SSL Total Reused Sessions,NA,cumulative,0.000,0.000,0.000,55
Network Throughput,SSL Reuse attempted/Sec,NA,rate,0.000,0.000,0.000,55
Network Throughput,SSL Total Reuse attempted,NA,cumulative,0.000,0.000,0.000,55
Network Throughput,SSL Write Failures/Sec,NA,rate,0.000,0.000,0.000,55
Network Throughput,SSL Handshake Failures/Sec,NA,rate,0.000,0.000,0.000,55
Network Throughput,HTTP Body receive throughput (Kbps),NA,rate,1805.652,47.897,2841.889,55
Network Throughput,HTTP Body Total receive bytes,NA,cumulative,127287684.000,61308.000,127348992.000,55
HTTP Requests,Requests Sent/Sec,NA,rate,115561.699,3065.400,181931.300,55
HTTP Requests,Requests Completed/Sec,NA,rate,115561.699,3065.400,181880.900,55
HTTP Requests,Requests Successful/Sec,NA,rate,115561.699,3065.400,181880.900,55
HTTP Requests,Average Response Time (Secs),NA,times,0.088,0.000,2.571,63674496
HTTP Requests,Requests Completed,NA,cumulative,63643842.000,30654.000,63674496.000,55
HTTP Requests,Requests Successful,NA,cumulative,63643842.000,30654.000,63674496.000,55
HTTP Response Codes,100 Continue/Sec,NA,rate,0.000,0.000,0.000,56
HTTP Response Codes,101 Switching Protocols/Sec,NA,rate,0.000,0.000,0.000,56
HTTP Response Codes,200 OK/Sec,NA,rate,115561.699,0.000,181880.900,56
HTTP Response Codes,201 Created/Sec,NA,rate,0.000,0.000,0.000,56
HTTP Response Codes,202 Accepted/Sec,NA,rate,0.000,0.000,0.000,56
HTTP Response Codes,203 Non-Authoritative Information/Sec,NA,rate,0.000,0.000,0.000,56
HTTP Response Codes,204 No Content/Sec,NA,rate,0.000,0.000,0.000,56
HTTP Response Codes,205 Reset Content/Sec,NA,rate,0.000,0.000,0.000,56
HTTP Response Codes,206 Partial Content/Sec,NA,rate,0.000,0.000,0.000,56
HTTP Response Codes,300 Multiple Choices/Sec,NA,rate,0.000,0.000,0.000,56
HTTP Response Codes,301 Moved Permanently/Sec,NA,rate,0.000,0.000,0.000,56
HTTP Response Codes,302 Found/Sec,NA,rate,0.000,0.000,0.000,56
HTTP Response Codes,303 See Other/Sec,NA,rate,0.000,0.000,0.000,56
HTTP Response Codes,304 Not Modified/Sec,NA,rate,0.000,0.000,0.000,56
HTTP Response Codes,305 Use Proxy/Sec,NA,rate,0.000,0.000,0.000,56
HTTP Response Codes,306 Switch Proxy/Sec,NA,rate,0.000,0.000,0.000,56
HTTP Response Codes,307 Temporary Redirect/Sec,NA,rate,0.000,0.000,0.000,56
HTTP Response Codes,400 Bad Request/Sec,NA,rate,0.000,0.000,0.000,56
HTTP Response Codes,401 Unauthorized/Sec,NA,rate,0.000,0.000,0.000,56
HTTP Response Codes,402 Payment Required/Sec,NA,rate,0.000,0.000,0.000,56
HTTP Response Codes,403 Forbidden/Sec,NA,rate,0.000,0.000,0.000,56
HTTP Response Codes,404 Not Found/Sec,NA,rate,0.000,0.000,0.000,56
HTTP Response Codes,405 Method Not Allowed/Sec,NA,rate,0.000,0.000,0.000,56
HTTP Response Codes,406 Not Acceptable/Sec,NA,rate,0.000,0.000,0.000,56
HTTP Response Codes,407 Proxy Authentication Required/Sec,NA,rate,0.000,0.000,0.000,56
HTTP Response Codes,408 Request Timeout/Sec,NA,rate,0.000,0.000,0.000,56
HTTP Response Codes,409 Conflict/Sec,NA,rate,0.000,0.000,0.000,56
HTTP Response Codes,410 Gone/Sec,NA,rate,0.000,0.000,0.000,56
HTTP Response Codes,411 Length Required/Sec,NA,rate,0.000,0.000,0.000,56
