Group Display Order|Group Name(Vector Name)|Group ID|Data Display Order|Graph Name(Vector Name)|Avg|Min|Max
10|Vuser Info(NA)|1|10|Running Vusers(NA)|473.217|3.104|704.975
10|Vuser Info(NA)|1|20|Active Vusers(NA)|1.715|0.000|18.000
10|Vuser Info(NA)|1|30|Thinking Vusers(NA)|471.952|0.000|717.000
10|Vuser Info(NA)|1|40|Waiting Vusers(NA)|0.000|0.000|0.000
10|Vuser Info(NA)|1|50|Idling Vusers(NA)|0.000|0.000|0.000
10|Vuser Info(NA)|1|60|Number Of Connections(NA)|1808.028|0.000|2754.000
10|Vuser Info(NA)|1|70|SyncPoint Vusers(NA)|0.000|0.000|0.000
20|Network Throughput(NA)|2|10|TCP Send Throughput (Kbps)(NA)|5323.071|18.712|8075.697
20|Network Throughput(NA)|2|20|TCP Total Send Bytes(NA)|799075447.000|51266.000|1055918478.000
20|Network Throughput(NA)|2|30|TCP Receive Throughput (Kbps)(NA)|29203.638|62.873|44502.307
20|Network Throughput(NA)|2|40|TCP Total Receive Bytes(NA)|4384098657.000|357207.000|5796645412.000
20|Network Throughput(NA)|2|50|Ethernet Send Throughput (Kbps)(NA)|7848.643|115.602|12554.464
20|Network Throughput(NA)|2|60|Total Ethernet Send Bytes(NA)|1564203162.000|244861.000|1564203162.000
20|Network Throughput(NA)|2|70|Ethernet Receive Throughput (Kbps)(NA)|32088.642|158.989|49156.208
20|Network Throughput(NA)|2|80|Total Ethernet Receive Bytes(NA)|6395138090.000|574176.000|6395138090.000
20|Network Throughput(NA)|2|90|Ethernet Send Packets/Sec(NA)|3317.392|26.000|5151.000
20|Network Throughput(NA)|2|100|Ethernet Total Send Packets(NA)|5165888.000|527.000|5165888.000
20|Network Throughput(NA)|2|110|Ethernet Receive Packets/Sec(NA)|3889.428|21.000|5978.000
20|Network Throughput(NA)|2|120|Ethernet Total Receive Packets(NA)|6056497.000|695.000|6056497.000
20|Network Throughput(NA)|2|130|TCP Connections Open/Sec(NA)|173.948|0.000|262.200
20|Network Throughput(NA)|2|140|TCP Total Connections Open(NA)|270837.000|24.000|270837.000
20|Network Throughput(NA)|2|150|TCP Connections Close/Sec(NA)|173.948|0.400|266.400
20|Network Throughput(NA)|2|160|TCP Total Connections Close(NA)|270837.000|4.000|270837.000
20|Network Throughput(NA)|2|170|SSL New Sessions/Sec(NA)|21.118|0.000|33.100
20|Network Throughput(NA)|2|180|SSL Total New Sessions(NA)|32880.000|3.000|32880.000
20|Network Throughput(NA)|2|190|SSL Reused Sessions/Sec(NA)|63.353|0.000|99.300
20|Network Throughput(NA)|2|200|SSL Total Reused Sessions(NA)|98640.000|9.000|98640.000
20|Network Throughput(NA)|2|210|SSL Reuse attempted/Sec(NA)|63.353|0.000|99.300
20|Network Throughput(NA)|2|220|SSL Total Reuse attempted(NA)|98640.000|9.000|98640.000
20|Network Throughput(NA)|2|230|SSL Write Failures/Sec(NA)|0.000|0.000|0.000
20|Network Throughput(NA)|2|240|SSL Handshake Failures/Sec(NA)|0.000|0.000|0.000
20|Network Throughput(NA)|2|250|HTTP Body receive throughput (Kbps)(NA)|28550.170|60.970|43508.841
20|Network Throughput(NA)|2|260|HTTP Body Total receive bytes(NA)|4286005089.000|350538.000|5666991919.000
30|HTTP Requests(NA)|3|10|Requests Sent/Sec(NA)|912.532|2.600|1387.800
30|HTTP Requests(NA)|3|20|Requests Completed/Sec(NA)|912.532|2.600|1387.400
30|HTTP Requests(NA)|3|30|Requests Successful/Sec(NA)|912.532|2.600|1387.400
30|HTTP Requests(NA)|3|40|Average Response Time (Secs)(NA)|0.000|0.000|0.216
30|HTTP Requests(NA)|3|50|Requests Completed(NA)|1420812.000|73.000|1420812.000
30|HTTP Requests(NA)|3|60|Requests Successful(NA)|1420812.000|73.000|1420812.000
40|HTTP Response Codes(NA)|25|10|100 Continue/Sec(NA)|0.000|0.000|0.000
40|HTTP Response Codes(NA)|25|20|101 Switching Protocols/Sec(NA)|0.000|0.000|0.000
40|HTTP Response Codes(NA)|25|30|200 OK/Sec(NA)|912.532|0.000|1387.400
40|HTTP Response Codes(NA)|25|40|201 Created/Sec(NA)|0.000|0.000|0.000
40|HTTP Response Codes(NA)|25|50|202 Accepted/Sec(NA)|0.000|0.000|0.000
40|HTTP Response Codes(NA)|25|60|203 Non-Authoritative Information/Sec(NA)|0.000|0.000|0.000
40|HTTP Response Codes(NA)|25|70|204 No Content/Sec(NA)|0.000|0.000|0.000
40|HTTP Response Codes(NA)|25|80|205 Reset Content/Sec(NA)|0.000|0.000|0.000
40|HTTP Response Codes(NA)|25|90|206 Partial Content/Sec(NA)|0.000|0.000|0.000
40|HTTP Response Codes(NA)|25|100|300 Multiple Choices/Sec(NA)|0.000|0.000|0.000
40|HTTP Response Codes(NA)|25|110|301 Moved Permanently/Sec(NA)|0.000|0.000|0.000
