Group Name,Graph Name,Vector Name,Graph Type,Avg/Diff,Min,Max,Samples
Vuser Info,Running Vusers,NA,sample,29.376,10.485,30.000,62
Vuser Info,Active Vusers,NA,sample,0.288,0.000,3.000,62
Vuser Info,Thinking Vusers,NA,sample,0.000,0.000,0.000,62
Vuser Info,Waiting Vusers,NA,sample,28.894,0.000,30.000,62
Vuser Info,Idling Vusers,NA,sample,0.000,0.000,0.000,62
Vuser Info,Number Of Connections,NA,sample,0.000,0.000,0.000,62
Vuser Info,SyncPoint Vusers,NA,sample,0.000,0.000,0.000,62
Network Throughput,TCP Send Throughput (Kbps),NA,sample,0.000,0.000,0.000,62
Network Throughput,TCP Total Send Bytes,NA,cumulative,0.000,0.000,0.000,62
Network Throughput,TCP Receive Throughput (Kbps),NA,sample,0.000,0.000,0.000,62
Network Throughput,TCP Total Receive Bytes,NA,cumulative,0.000,0.000,0.000,62
Network Throughput,Ethernet Send Throughput (Kbps),NA,sample,331.081,233.766,488.592,62
Network Throughput,Total Ethernet Send Bytes,NA,cumulative,26083985.000,360156.000,26444141.000,62
Network Throughput,Ethernet Receive Throughput (Kbps),NA,sample,32058.168,14905.578,51866.671,62
Network Throughput,Total Ethernet Receive Bytes,NA,cumulative,2535407353.000,25142664.000,2560550017.000,62
Network Throughput,Ethernet Send Packets/Sec,NA,rate,372.356,171.000,659.000,62
Network Throughput,Ethernet Total Send Packets,NA,cumulative,230013.000,2624.000,232637.000,62
Network Throughput,Ethernet Receive Packets/Sec,NA,rate,2780.897,1284.000,4457.000,62
Network Throughput,Ethernet Total Receive Packets,NA,cumulative,1718244.000,17298.000,1735542.000,62
Network Throughput,TCP Connections Open/Sec,NA,rate,0.000,0.000,0.000,62
Network Throughput,TCP Total Connections Open,NA,cumulative,0.000,0.000,0.000,62
Network Throughput,TCP Connections Close/Sec,NA,rate,0.000,0.000,0.000,62
Network Throughput,TCP Total Connections Close,NA,cumulative,0.000,0.000,0.000,62
Network Throughput,SSL New Sessions/Sec,NA,rate,0.000,0.000,0.000,62
Network Throughput,SSL Total New Sessions,NA,cumulative,0.000,0.000,0.000,62
Network Throughput,SSL Reused Sessions/Sec,NA,rate,0.000,0.000,0.000,62
Network Throughput,SSL Total Reused Sessions,NA,cumulative,0.000,0.000,0.000,62
Network Throughput,SSL Reuse attempted/Sec,NA,rate,0.000,0.000,0.000,62
Network Throughput,SSL Total Reuse attempted,NA,cumulative,0.000,0.000,0.000,62
Network Throughput,SSL Write Failures/Sec,NA,rate,0.000,0.000,0.000,62
Network Throughput,SSL Handshake Failures/Sec,NA,rate,0.000,0.000,0.000,62
Network Throughput,HTTP Body receive throughput (Kbps),NA,rate,0.000,0.000,0.000,62
Network Throughput,HTTP Body Total receive bytes,NA,cumulative,0.000,0.000,0.000,62
HTTP Requests,Requests Sent/Sec,NA,rate,0.000,0.000,0.000,62
HTTP Requests,Requests Completed/Sec,NA,rate,0.000,0.000,0.000,62
HTTP Requests,Requests Successful/Sec,NA,rate,0.000,0.000,0.000,62
HTTP Requests,Average Response Time (Secs),NA,times,0.000,4294967.295,0.000,0
HTTP Requests,Requests Completed,NA,cumulative,0.000,0.000,0.000,62
HTTP Requests,Requests Successful,NA,cumulative,0.000,0.000,0.000,62
