Group Display Order|Group Name(Vector Name)|Group ID|Data Display Order|Graph Name(Vector Name)|Avg|Min|Max
10|Vuser Info(NA)|1|10|Running Vusers(NA)|1033.869|0.000|1350.000
10|Vuser Info(NA)|1|20|Active Vusers(NA)|0.402|0.000|8.000
10|Vuser Info(NA)|1|30|Thinking Vusers(NA)|260.771|0.000|337.000
10|Vuser Info(NA)|1|40|Waiting Vusers(NA)|772.823|0.000|1013.000
10|Vuser Info(NA)|1|50|Idling Vusers(NA)|0.000|0.000|0.000
10|Vuser Info(NA)|1|60|Number Of Connections(NA)|707.980|0.000|945.000
10|Vuser Info(NA)|1|70|SyncPoint Vusers(NA)|0.000|0.000|0.000
20|Network Throughput(NA)|2|10|TCP Send Throughput (Kbps)(NA)|10179.276|0.000|13537.677
20|Network Throughput(NA)|2|20|TCP Total Send Bytes(NA)|1200014454.000|0.000|1200014454.000
20|Network Throughput(NA)|2|30|TCP Receive Throughput (Kbps)(NA)|54046.695|0.000|71959.626
20|Network Throughput(NA)|2|40|TCP Total Receive Bytes(NA)|6371456824.000|0.000|6371456824.000
20|Network Throughput(NA)|2|50|Ethernet Send Throughput (Kbps)(NA)|15366.949|102.433|20324.252
20|Network Throughput(NA)|2|60|Total Ethernet Send Bytes(NA)|1811578911.000|131114.000|1811578911.000
20|Network Throughput(NA)|2|70|Ethernet Receive Throughput (Kbps)(NA)|59953.655|104.728|79784.580
20|Network Throughput(NA)|2|80|Total Ethernet Receive Bytes(NA)|7067816505.000|134052.000|7067816505.000
20|Network Throughput(NA)|2|90|Ethernet Send Packets/Sec(NA)|6628.719|2.000|8740.000
20|Network Throughput(NA)|2|100|Ethernet Total Send Packets(NA)|6105471.000|227.000|6105471.000
20|Network Throughput(NA)|2|110|Ethernet Receive Packets/Sec(NA)|7736.145|2.000|10242.000
20|Network Throughput(NA)|2|120|Ethernet Total Receive Packets(NA)|7125429.000|245.000|7125429.000
20|Network Throughput(NA)|2|130|TCP Connections Open/Sec(NA)|564.045|0.000|750.400
