Group Display Order|Group Name(Vector Name)|Group ID|Data Display Order|Graph Name(Vector Name)|Avg|Min|Max
10|Vuser Info(NA)|1|10|Running Vusers(NA)|204.465|0.000|654.706
10|Vuser Info(NA)|1|20|Active Vusers(NA)|0.722|0.000|16.000
10|Vuser Info(NA)|1|30|Thinking Vusers(NA)|204.480|0.000|669.000
10|Vuser Info(NA)|1|40|Waiting Vusers(NA)|0.000|0.000|0.000
10|Vuser Info(NA)|1|50|Idling Vusers(NA)|0.000|0.000|0.000
10|Vuser Info(NA)|1|60|Number Of Connections(NA)|205.032|0.000|669.000
10|Vuser Info(NA)|1|70|SyncPoint Vusers(NA)|0.000|0.000|0.000
20|Network Throughput(NA)|2|10|TCP Send Throughput (Kbps)(NA)|2499.046|0.000|6689.348
20|Network Throughput(NA)|2|20|TCP Total Send Bytes(NA)|301324938.000|2974205.000|301324938.000
20|Network Throughput(NA)|2|30|TCP Receive Throughput (Kbps)(NA)|2043.384|0.000|5675.039
20|Network Throughput(NA)|2|40|TCP Total Receive Bytes(NA)|246383090.000|2157760.000|246383090.000
20|Network Throughput(NA)|2|50|Ethernet Send Throughput (Kbps)(NA)|2836.811|28.761|7559.961
20|Network Throughput(NA)|2|60|Total Ethernet Send Bytes(NA)|342051398.000|3416432.000|342051398.000
20|Network Throughput(NA)|2|70|Ethernet Receive Throughput (Kbps)(NA)|2327.173|30.079|6401.855
20|Network Throughput(NA)|2|80|Total Ethernet Receive Bytes(NA)|280601286.000|2518044.000|280601286.000
20|Network Throughput(NA)|2|90|Ethernet Send Packets/Sec(NA)|561.380|4.000|1527.000
20|Network Throughput(NA)|2|100|Ethernet Total Send Packets(NA)|529217.000|5429.000|529217.000
20|Network Throughput(NA)|2|110|Ethernet Receive Packets/Sec(NA)|461.051|6.000|1263.000
20|Network Throughput(NA)|2|120|Ethernet Total Receive Packets(NA)|434741.000|4241.000|434741.000
20|Network Throughput(NA)|2|130|TCP Connections Open/Sec(NA)|49.709|0.000|140.600
20|Network Throughput(NA)|2|140|TCP Total Connections Open(NA)|46826.000|568.000|46826.000
20|Network Throughput(NA)|2|150|TCP Connections Close/Sec(NA)|49.709|0.000|135.100
20|Network Throughput(NA)|2|160|TCP Total Connections Close(NA)|46826.000|463.000|46826.000
20|Network Throughput(NA)|2|170|SSL New Sessions/Sec(NA)|0.000|0.000|0.000
20|Network Throughput(NA)|2|180|SSL Total New Sessions(NA)|0.000|0.000|0.000
20|Network Throughput(NA)|2|190|SSL Reused Sessions/Sec(NA)|0.000|0.000|0.000
20|Network Throughput(NA)|2|200|SSL Total Reused Sessions(NA)|0.000|0.000|0.000
20|Network Throughput(NA)|2|210|SSL Reuse attempted/Sec(NA)|0.000|0.000|0.000
20|Network Throughput(NA)|2|220|SSL Total Reuse attempted(NA)|0.000|0.000|0.000
20|Network Throughput(NA)|2|230|SSL Write Failures/Sec(NA)|0.000|0.000|0.000
20|Network Throughput(NA)|2|240|SSL Handshake Failures/Sec(NA)|0.000|0.000|0.000
20|Network Throughput(NA)|2|250|HTTP Body receive throughput (Kbps)(NA)|1983.383|0.000|5508.398
20|Network Throughput(NA)|2|260|HTTP Body Total receive bytes(NA)|239148350.000|2094400.000|239148350.000
30|HTTP Requests(NA)|3|10|Requests Sent/Sec(NA)|85.335|0.000|237.000
30|HTTP Requests(NA)|3|20|Requests Completed/Sec(NA)|85.335|0.000|237.000
30|HTTP Requests(NA)|3|30|Requests Successful/Sec(NA)|85.335|0.000|237.000
30|HTTP Requests(NA)|3|40|Average Response Time (Secs)(NA)|0.002|0.000|0.977
30|HTTP Requests(NA)|3|50|Requests Completed(NA)|80386.000|704.000|80386.000
30|HTTP Requests(NA)|3|60|Requests Successful(NA)|80386.000|704.000|80386.000
40|HTTP Response Codes(NA)|25|10|100 Continue/Sec(NA)|0.000|0.000|0.000
40|HTTP Response Codes(NA)|25|20|101 Switching Protocols/Sec(NA)|0.000|0.000|0.000
40|HTTP Response Codes(NA)|25|30|200 OK/Sec(NA)|85.335|0.000|237.000
40|HTTP Response Codes(NA)|25|40|201 Created/Sec(NA)|0.000|0.000|0.000
40|HTTP Response Codes(NA)|25|50|202 Accepted/Sec(NA)|0.000|0.000|0.000
40|HTTP Response Codes(NA)|25|60|203 Non-Authoritative Information/Sec(NA)|0.000|0.000|0.000
40|HTTP Response Codes(NA)|25|70|204 No Content/Sec(NA)|0.000|0.000|0.000
40|HTTP Response Codes(NA)|25|80|205 Reset Content/Sec(NA)|0.000|0.000|0.000
40|HTTP Response Codes(NA)|25|90|206 Partial Content/Sec(NA)|0.000|0.000|0.000
40|HTTP Response Codes(NA)|25|100|300 Multiple Choices/Sec(NA)|0.000|0.000|0.000
40|HTTP Response Codes(NA)|25|110|301 Moved Permanently/Sec(NA)|0.000|0.000|0.000
40|HTTP Response Codes(NA)|25|120|302 Found/Sec(NA)|0.000|0.000|0.000
40|HTTP Response Codes(NA)|25|130|303 See Other/Sec(NA)|0.000|0.000|0.000
40|HTTP Response Codes(NA)|25|140|304 Not Modified/Sec(NA)|0.000|0.000|0.000
40|HTTP Response Codes(NA)|25|150|305 Use Proxy/Sec(NA)|0.000|0.000|0.000
40|HTTP Response Codes(NA)|25|160|306 Switch Proxy/Sec(NA)|0.000|0.000|0.000
40|HTTP Response Codes(NA)|25|170|307 Temporary Redirect/Sec(NA)|0.000|0.000|0.000
40|HTTP Response Codes(NA)|25|180|400 Bad Request/Sec(NA)|0.000|0.000|0.000
40|HTTP Response Codes(NA)|25|190|401 Unauthorized/Sec(NA)|0.000|0.000|0.000
40|HTTP Response Codes(NA)|25|200|402 Payment Required/Sec(NA)|0.000|0.000|0.000
40|HTTP Response Codes(NA)|25|210|403 Forbidden/Sec(NA)|0.000|0.000|0.000
40|HTTP Response Codes(NA)|25|220|404 Not Found/Sec(NA)|0.000|0.000|0.000
40|HTTP Response Codes(NA)|25|230|405 Method Not Allowed/Sec(NA)|0.000|0.000|0.000
40|HTTP Response Codes(NA)|25|240|406 Not Acceptable/Sec(NA)|0.000|0.000|0.000
40|HTTP Response Codes(NA)|25|250|407 Proxy Authentication Required/Sec(NA)|0.000|0.000|0.000
40|HTTP Response Codes(NA)|25|260|408 Request Timeout/Sec(NA)|0.000|0.000|0.000
40|HTTP Response Codes(NA)|25|270|409 Conflict/Sec(NA)|0.000|0.000|0.000
40|HTTP Response Codes(NA)|25|280|410 Gone/Sec(NA)|0.000|0.000|0.000
40|HTTP Response Codes(NA)|25|290|411 Length Required/Sec(NA)|0.000|0.000|0.000
40|HTTP Response Codes(NA)|25|300|412 Precondition Failed/Sec(NA)|0.000|0.000|0.000
40|HTTP Response Codes(NA)|25|310|413 Request Entity Too Large/Sec(NA)|0.000|0.000|0.000
40|HTTP Response Codes(NA)|25|320|414 Request-URI Too Long/Sec(NA)|0.000|0.000|0.000
40|HTTP Response Codes(NA)|25|330|415 Unsupported Media Type/Sec(NA)|0.000|0.000|0.000
40|HTTP Response Codes(NA)|25|340|416 Requested Range Not Satisfiable/Sec(NA)|0.000|0.000|0.000
40|HTTP Response Codes(NA)|25|350|417 Expectation Failed/Sec(NA)|0.000|0.000|0.000
40|HTTP Response Codes(NA)|25|360|500 Internal Server Error/Sec(NA)|0.000|0.000|0.000
40|HTTP Response Codes(NA)|25|370|501 Not Implemented/Sec(NA)|0.000|0.000|0.000
40|HTTP Response Codes(NA)|25|380|502 Bad Gateway/Sec(NA)|0.000|0.000|0.000
40|HTTP Response Codes(NA)|25|390|503 Service Unavailable/Sec(NA)|0.000|0.000|0.000
40|HTTP Response Codes(NA)|25|400|504 Gateway Timeout/Sec(NA)|0.000|0.000|0.000
40|HTTP Response Codes(NA)|25|410|505 HTTP Version Not Supported/Sec(NA)|0.000|0.000|0.000
50|Page Download(NA)|4|10|Page Download Started/Second(NA)|85.335|0.000|237.000
50|Page Download(NA)|4|20|Page Download Completed/Second(NA)|85.335|0.000|237.000
50|Page Download(NA)|4|30|Success Page Responses/Second(NA)|85.335|0.000|237.000
50|Page Download(NA)|4|40|Average Page Response Time (Secs)(NA)|0.002|0.000|0.977
50|Page Download(NA)|4|50|Total Pages Completed(NA)|80386.000|704.000|80386.000
50|Page Download(NA)|4|60|Total Pages Success(NA)|80386.000|704.000|80386.000
50|Page Download(NA)|4|70|Average Java Script processing Time (Secs)(NA)|-nan|0.000|0.001
50|Page Download(NA)|4|80|Average Page processing Time (Secs)(NA)|-nan|0.000|0.001
60|Session(NA)|5|10|Sessions Started/Second(NA)|49.709|0.000|140.600
60|Session(NA)|5|20|Sessions Completed/Second(NA)|49.709|0.000|135.100
60|Session(NA)|5|30|Successful Sessions/Second(NA)|49.709|0.000|135.100
60|Session(NA)|5|40|Average Session Response Time (Secs)(NA)|4.113|0.000|180.160
60|Session(NA)|5|50|Total Session Completed(NA)|46826.000|463.000|46826.000
60|Session(NA)|5|60|Total Session Success(NA)|46826.000|463.000|46826.000
70|Transactions(NA)|6|10|Transactions Started/Second(NA)|85.335|0.000|237.000
70|Transactions(NA)|6|20|Transactions Completed/Second(NA)|85.335|0.000|237.000
70|Transactions(NA)|6|30|Transactions Successful/Second(NA)|85.335|0.000|237.000
70|Transactions(NA)|6|40|Average Transaction Response Time (Secs)(NA)|0.002|0.000|0.977
70|Transactions(NA)|6|50|Transactions Completed(NA)|80386.000|704.000|80386.000
70|Transactions(NA)|6|60|Transactions Success(NA)|80386.000|704.000|80386.000
80|HTTP Failures(NA)|7|10|HTTP Failures(All)/Sec(NA)|0.000|0.000|0.000
80|HTTP Failures(NA)|7|20|HTTP Failures/Sec(MiscErr)|0.000|0.000|0.000
80|HTTP Failures(NA)|7|20|HTTP Failures/Sec(1xx)|0.000|0.000|0.000
80|HTTP Failures(NA)|7|20|HTTP Failures/Sec(2xx)|0.000|0.000|0.000
80|HTTP Failures(NA)|7|20|HTTP Failures/Sec(3xx)|0.000|0.000|0.000
80|HTTP Failures(NA)|7|20|HTTP Failures/Sec(4xx)|0.000|0.000|0.000
80|HTTP Failures(NA)|7|20|HTTP Failures/Sec(5xx)|0.000|0.000|0.000
80|HTTP Failures(NA)|7|20|HTTP Failures/Sec(PartialBody)|0.000|0.000|0.000
80|HTTP Failures(NA)|7|20|HTTP Failures/Sec(T.O)|0.000|0.000|0.000
80|HTTP Failures(NA)|7|20|HTTP Failures/Sec(ConFail)|0.000|0.000|0.000
80|HTTP Failures(NA)|7|20|HTTP Failures/Sec(ClickAway)|0.000|0.000|0.000
80|HTTP Failures(NA)|7|20|HTTP Failures/Sec(WriteFail)|0.000|0.000|0.000
80|HTTP Failures(NA)|7|20|HTTP Failures/Sec(SSLWriteFail)|0.000|0.000|0.000
80|HTTP Failures(NA)|7|20|HTTP Failures/Sec(SSLHshakeFail)|0.000|0.000|0.000
80|HTTP Failures(NA)|7|20|HTTP Failures/Sec(IncompleteExact)|0.000|0.000|0.000
80|HTTP Failures(NA)|7|20|HTTP Failures/Sec(NoRead)|0.000|0.000|0.000
80|HTTP Failures(NA)|7|20|HTTP Failures/Sec(PartialHdr)|0.000|0.000|0.000
80|HTTP Failures(NA)|7|20|HTTP Failures/Sec(BadBodyNoSize)|0.000|0.000|0.000
80|HTTP Failures(NA)|7|20|HTTP Failures/Sec(BadBodyChunked)|0.000|0.000|0.000
80|HTTP Failures(NA)|7|20|HTTP Failures/Sec(BadBodyConLen)|0.000|0.000|0.000
80|HTTP Failures(NA)|7|20|HTTP Failures/Sec(Reload)|0.000|0.000|0.000
80|HTTP Failures(NA)|7|20|HTTP Failures/Sec(Stopped)|0.000|0.000|0.000
