Group Name,Graph Name,Vector Name,Graph Type,Avg/Diff,Min,Max,Samples
Vuser Info,Running Vusers,NA,sample,204.465,0.000,654.706,94
Vuser Info,Active Vusers,NA,sample,0.722,0.000,16.000,94
Vuser Info,Thinking Vusers,NA,sample,204.480,0.000,669.000,94
Vuser Info,Waiting Vusers,NA,sample,0.000,0.000,0.000,94
Vuser Info,Idling Vusers,NA,sample,0.000,0.000,0.000,94
Vuser Info,Number Of Connections,NA,sample,205.032,0.000,669.000,94
Vuser Info,SyncPoint Vusers,NA,sample,0.000,0.000,0.000,94
Network Throughput,TCP Send Throughput (Kbps),NA,sample,2499.046,0.000,6689.348,94
Network Throughput,TCP Total Send Bytes,NA,cumulative,298350733.000,2974205.000,301324938.000,94
Network Throughput,TCP Receive Throughput (Kbps),NA,sample,2043.384,0.000,5675.039,94
Network Throughput,TCP Total Receive Bytes,NA,cumulative,244225330.000,2157760.000,246383090.000,94
Network Throughput,Ethernet Send Throughput (Kbps),NA,sample,2836.811,28.761,7559.961,94
Network Throughput,Total Ethernet Send Bytes,NA,cumulative,338634966.000,3416432.000,342051398.000,94
Network Throughput,Ethernet Receive Throughput (Kbps),NA,sample,2327.173,30.079,6401.855,94
Network Throughput,Total Ethernet Receive Bytes,NA,cumulative,278083242.000,2518044.000,280601286.000,94
Network Throughput,Ethernet Send Packets/Sec,NA,rate,561.380,4.000,1527.000,94
Network Throughput,Ethernet Total Send Packets,NA,cumulative,523788.000,5429.000,529217.000,94
Network Throughput,Ethernet Receive Packets/Sec,NA,rate,461.051,6.000,1263.000,94
Network Throughput,Ethernet Total Receive Packets,NA,cumulative,430500.000,4241.000,434741.000,94
Network Throughput,TCP Connections Open/Sec,NA,rate,49.709,0.000,140.600,94
Network Throughput,TCP Total Connections Open,NA,cumulative,46258.000,568.000,46826.000,94
Network Throughput,TCP Connections Close/Sec,NA,rate,49.709,0.000,135.100,94
