#TimeStamp|Thread Name|Src file name|Line number|Function|Severity|Message
03/14/16 11:58:31|Main thread|ns_log_mgr.c|690|accept_and_timeout_for_el|Info|Got connection from  IPV4:127.0.0.1.5073, current number of connection = 3
03/14/16 11:58:31|Main thread|ns_log_mgr.c|655|accept_and_timeout_for_el|Info|Method Called, delta = 105
03/14/16 11:58:31|Main thread|ns_log_mgr.c|611|create_el_proc_table_entry|Info|Method Called, row_num = -1090365792, delta = 105
03/14/16 11:58:31|Main thread|ns_log_mgr.c|220|init_el_msg_con_struct|Info|Method Called, ip = 127.0.0.1
03/14/16 11:58:31|Main thread|ns_log_mgr.c|200|add_select_el_msg_com_con|Info|Method called
03/14/16 11:58:31|Main thread|ns_log_mgr.c|690|accept_and_timeout_for_el|Info|Got connection from  IPV4:127.0.0.1.5074, current number of connection = 4
03/14/16 11:58:31|Main thread|ns_log_mgr.c|655|accept_and_timeout_for_el|Info|Method Called, delta = 105
03/14/16 11:58:31|Main thread|ns_log_mgr.c|611|create_el_proc_table_entry|Info|Method Called, row_num = -1090365792, delta = 105
03/14/16 11:58:31|Main thread|ns_log_mgr.c|220|init_el_msg_con_struct|Info|Method Called, ip = 127.0.0.1
03/14/16 11:58:31|Main thread|ns_log_mgr.c|200|add_select_el_msg_com_con|Info|Method called
03/14/16 11:58:31|Main thread|ns_log_mgr.c|690|accept_and_timeout_for_el|Info|Got connection from  IPV4:127.0.0.1.5075, current number of connection = 5
03/14/16 12:01:35|Main thread|ns_log_mgr.c|263|read_msg_ex|Info|Bytes read 0 from server = IPV4:127.0.0.1.5068, closing connection ...
03/14/16 12:01:35|Main thread|ns_log_mgr.c|161|close_el_msg_com_con|Info|Method called, cur_conn_cnt = 5, closing fd = 6, For Server = IPV4:127.0.0.1.5068
03/14/16 12:01:35|Main thread|ns_log_mgr.c|178|close_el_msg_com_con|Info|cur_conn_cnt = 4, fd -1 closed
03/14/16 12:01:35|Main thread|ns_log_mgr.c|263|read_msg_ex|Info|Bytes read 0 from server = IPV4:127.0.0.1.5072, closing connection ...
03/14/16 12:01:35|Main thread|ns_log_mgr.c|161|close_el_msg_com_con|Info|Method called, cur_conn_cnt = 4, closing fd = 7, For Server = IPV4:127.0.0.1.5072
03/14/16 12:01:35|Main thread|ns_log_mgr.c|178|close_el_msg_com_con|Info|cur_conn_cnt = 3, fd -1 closed
03/14/16 12:01:35|Main thread|ns_log_mgr.c|263|read_msg_ex|Info|Bytes read 0 from server = IPV4:127.0.0.1.5075, closing connection ...
03/14/16 12:01:35|Main thread|ns_log_mgr.c|161|close_el_msg_com_con|Info|Method called, cur_conn_cnt = 3, closing fd = 10, For Server = IPV4:127.0.0.1.5075
03/14/16 12:01:35|Main thread|ns_log_mgr.c|178|close_el_msg_com_con|Info|cur_conn_cnt = 2, fd -1 closed
03/14/16 12:01:35|Main thread|ns_log_mgr.c|263|read_msg_ex|Info|Bytes read 0 from server = IPV4:127.0.0.1.5073, closing connection ...
03/14/16 12:01:35|Main thread|ns_log_mgr.c|161|close_el_msg_com_con|Info|Method called, cur_conn_cnt = 2, closing fd = 8, For Server = IPV4:127.0.0.1.5073
03/14/16 12:01:35|Main thread|ns_log_mgr.c|178|close_el_msg_com_con|Info|cur_conn_cnt = 1, fd -1 closed
