Group Name,Graph Name,Vector Name,Graph Type,Avg/Diff,Min,Max,Samples
Vuser Info,Running Vusers,NA,sample,154.566,0.000,278.771,118
Vuser Info,Active Vusers,NA,sample,0.227,0.000,3.000,118
Vuser Info,Thinking Vusers,NA,sample,153.751,0.000,282.000,118
Vuser Info,Waiting Vusers,NA,sample,0.000,0.000,0.000,118
Vuser Info,Idling Vusers,NA,sample,0.000,0.000,0.000,118
Vuser Info,Number Of Connections,NA,sample,416.114,0.000,767.000,118
Vuser Info,SyncPoint Vusers,NA,sample,0.000,0.000,0.000,118
Network Throughput,TCP Send Throughput (Kbps),NA,sample,1181.652,0.000,2297.166,118
Network Throughput,TCP Total Send Bytes,NA,cumulative,179811873.000,0.000,179811873.000,118
Network Throughput,TCP Receive Throughput (Kbps),NA,sample,6466.883,0.000,12064.695,118
Network Throughput,TCP Total Receive Bytes,NA,cumulative,984127347.000,0.000,984127347.000,118
Network Throughput,Ethernet Send Throughput (Kbps),NA,sample,1713.739,29.716,3217.377,118
Network Throughput,Total Ethernet Send Bytes,NA,cumulative,260639228.000,178220.000,260817448.000,118
Network Throughput,Ethernet Receive Throughput (Kbps),NA,sample,7077.985,30.962,13123.638,118
Network Throughput,Total Ethernet Receive Bytes,NA,cumulative,1077032788.000,179967.000,1077212755.000,118
Network Throughput,Ethernet Send Packets/Sec,NA,rate,724.617,5.000,1369.000,118
Network Throughput,Ethernet Total Send Packets,NA,cumulative,861885.000,219.000,862104.000,118
Network Throughput,Ethernet Receive Packets/Sec,NA,rate,866.846,6.000,1621.000,118
Network Throughput,Ethernet Total Receive Packets,NA,cumulative,1030963.000,233.000,1031196.000,118
Network Throughput,TCP Connections Open/Sec,NA,rate,56.271,0.000,103.500,118
Network Throughput,TCP Total Connections Open,NA,cumulative,66906.000,0.000,66906.000,118
Network Throughput,TCP Connections Close/Sec,NA,rate,56.271,0.000,110.300,118
Network Throughput,TCP Total Connections Close,NA,cumulative,66906.000,0.000,66906.000,118
Network Throughput,SSL New Sessions/Sec,NA,rate,0.000,0.000,0.000,118
Network Throughput,SSL Total New Sessions,NA,cumulative,0.000,0.000,0.000,118
Network Throughput,SSL Reused Sessions/Sec,NA,rate,0.000,0.000,0.000,118
Network Throughput,SSL Total Reused Sessions,NA,cumulative,0.000,0.000,0.000,118
Network Throughput,SSL Reuse attempted/Sec,NA,rate,0.000,0.000,0.000,118
Network Throughput,SSL Total Reuse attempted,NA,cumulative,0.000,0.000,0.000,118
Network Throughput,SSL Write Failures/Sec,NA,rate,0.000,0.000,0.000,118
Network Throughput,SSL Handshake Failures/Sec,NA,rate,0.000,0.000,0.000,118
Network Throughput,HTTP Body receive throughput (Kbps),NA,rate,6321.471,0.000,11786.129,118
Network Throughput,HTTP Body Total receive bytes,NA,cumulative,961999430.000,0.000,961999430.000,118
HTTP Requests,Requests Sent/Sec,NA,rate,202.780,0.000,388.300,118
HTTP Requests,Requests Completed/Sec,NA,rate,202.780,0.000,388.300,118
HTTP Requests,Requests Successful/Sec,NA,rate,200.130,0.000,383.500,118
HTTP Requests,Average Response Time (Secs),NA,times,0.000,0.000,0.265,237954
HTTP Requests,Requests Completed,NA,cumulative,241105.000,0.000,241105.000,118
HTTP Requests,Requests Successful,NA,cumulative,237954.000,0.000,237954.000,118
HTTP Response Codes,100 Continue/Sec,NA,rate,0.000,0.000,0.000,119
HTTP Response Codes,101 Switching Protocols/Sec,NA,rate,0.000,0.000,0.000,119
HTTP Response Codes,200 OK/Sec,NA,rate,200.130,0.000,383.500,119
HTTP Response Codes,201 Created/Sec,NA,rate,0.000,0.000,0.000,119
HTTP Response Codes,202 Accepted/Sec,NA,rate,0.000,0.000,0.000,119
HTTP Response Codes,203 Non-Authoritative Information/Sec,NA,rate,0.000,0.000,0.000,119
HTTP Response Codes,204 No Content/Sec,NA,rate,0.000,0.000,0.000,119
HTTP Response Codes,205 Reset Content/Sec,NA,rate,0.000,0.000,0.000,119
HTTP Response Codes,206 Partial Content/Sec,NA,rate,0.000,0.000,0.000,119
HTTP Response Codes,300 Multiple Choices/Sec,NA,rate,0.000,0.000,0.000,119
HTTP Response Codes,301 Moved Permanently/Sec,NA,rate,0.000,0.000,0.000,119
